"","Condition","Epoch","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Both","P_Avg_Both"
"155","N","E2","P35","S",52921,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,32,-0.29428132303705,-0.382054612161492
"156","N","E2","P36","LS",54754,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,32,-0.230154314374902,-0.484379559064886
"157","N","E2","P37","S",56290,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,32,-0.0746029223614245,-0.173063467969225
"158","N","E2","P38","S",57826,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,32,1.04839961076166,0.869520765809578
"159","N","E2","P39","S",59362,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,32,0.833709029619877,0.860414573902844
"160","N","E2","P40","S",60898,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,32,1.00063290046715,0.995977723922732
"161","O","E1","P01","LS",1209,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,32,-0.203979711223502,-0.19700243315085
"162","O","E1","P02","LS",2745,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,32,-1.25212524275787,-1.08418797787632
"163","O","E1","P03","LS",4281,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,32,-0.243250657089332,-0.403576250968942
"164","O","E1","P04","S",5966,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,32,-0.167440223907865,-0.254664497692278
"165","O","E1","P05","S",7502,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,32,0.119699064705123,0.134766002315826
"166","O","E1","P06","S",9038,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,32,-0.227473338293459,-0.144173574076462
"167","O","E1","P07","LS",10277,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,32,0.0219266961091076,0.0504131751495478
"168","O","E1","P08","LS",11813,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,32,-0.414792650795598,-0.479197957544101
"169","O","E1","P09","S",13646,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,32,-0.396001229212107,-0.257992279235014
"170","O","E1","P10","S",15182,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,32,-0.197878847382903,-0.187744051080812
"171","O","E1","P11","S",16718,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,32,-0.401709277648402,-0.326323331366074
"172","O","E1","P12","LS",17957,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,32,-0.431955861861149,-0.406045578266687
"173","O","E1","P13","S",19790,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,32,-0.192434172416947,-0.26022824694219
"174","O","E1","P14","S",21326,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,32,-0.0457633339568985,-0.0552392606311605
"175","O","E1","P15","S",22862,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,32,-0.295782061032793,-0.363808996311011
"176","O","E1","P16","S",24398,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,32,-0.500163470769661,-0.458191109846774
"177","O","E1","P17","S",25934,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,32,-0.273203068319603,-0.143667598294847
"178","O","E1","P18","LS",27173,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,32,-0.370212501962881,-0.619111255794391
"179","O","E1","P19","LS",28709,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,32,0.0186237019820764,0.0460528178753672
"180","O","E1","P20","S",30542,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,32,-0.372244883467935,-0.334316111229584
"181","O","E1","P21","LS",31781,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,32,-0.134136485402598,-0.130644468106276
"182","O","E1","P22","LS",33317,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,32,-0.345220411663757,-0.329408314279264
"183","O","E1","P23","LS",34853,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,32,-0.495793675063971,-0.203001783975849
"184","O","E1","P24","S",36686,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,32,-0.662533255904264,-0.615005392414239
"185","O","E1","P25","LS",37925,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,32,-0.184642614647274,-0.384408071481197
"186","O","E1","P26","LS",39461,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,32,-0.243587739090298,-0.2683786694849
"187","O","E1","P27","LS",40997,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,32,0.0257437433771679,-0.100320521903778
"188","O","E1","P28","LS",42533,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,32,-0.215118757121632,-0.271354283764916
"189","O","E1","P29","S",44366,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,32,-0.170211754601233,-0.258464237199334
"190","O","E1","P30","S",45902,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,32,-0.26832044084197,-0.335103554583054
"191","O","E1","P31","S",47438,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,32,-0.263137227974311,-0.237620800999394
"192","O","E1","P32","LS",48677,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,32,0.105696309997397,0.20175701389187
"193","O","E1","P33","LS",50213,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,32,-0.0542713933409347,-0.0638520074816957
"194","O","E1","P34","LS",51749,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,32,-0.148035263959616,-0.224459475337026
"195","O","E1","P35","S",53582,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,32,-0.177622705231995,-0.210437861845994
"196","O","E1","P36","LS",54821,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,32,-0.13546699389423,-0.398284099983321
"197","O","E1","P37","S",56357,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,32,0.0583136551066184,-0.00179986621742831
"198","O","E1","P38","S",57893,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,32,1.17772399793331,0.988641083126189
"199","O","E1","P39","S",59429,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,32,0.94679485995093,1.03453610688143
"200","O","E1","P40","S",60965,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,32,1.14573372312279,1.23500289668062
"201","O","E2","P01","LS",1031,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,32,-0.174810557065168,-0.143581786211892
"202","O","E2","P02","LS",2567,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,32,-0.543661779215659,-0.415924822496943
"203","O","E2","P03","LS",4103,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,32,-0.46160554066094,-0.657181976953341
"204","O","E2","P04","S",5762,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,32,-0.402981436887599,-0.497401551781782
"205","O","E2","P05","S",7298,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,32,-0.0881355740525469,-0.0527256755311653
"206","O","E2","P06","S",8834,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,32,-0.370338328552741,-0.295370818524413
"207","O","E2","P07","LS",10560,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,32,-0.187694518125916,-0.127164848847205
"208","O","E2","P08","LS",12096,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,32,-0.620369415981963,-0.683842648215694
"209","O","E2","P09","S",13442,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,32,-0.591497702847079,-0.499676096812379
"210","O","E2","P10","S",14978,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,32,-0.404368484883506,-0.404236286542702
"211","O","E2","P11","S",16514,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,32,-0.622446657634514,-0.649128326112592
"212","O","E2","P12","LS",18240,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,32,-0.6448980261897,-0.634860295358572
"213","O","E2","P13","S",19586,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,32,-0.399167161632133,-0.454828376936595
"214","O","E2","P14","S",21122,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,32,-0.282849045521117,-0.314486536477933
"215","O","E2","P15","S",22658,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,32,-0.922134262712553,-0.999172959364065
"216","O","E2","P16","S",24194,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,32,-0.68233994946914,-0.647735991882459
"217","O","E2","P17","S",25730,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,32,-0.452730187213884,-0.361304186575318
"218","O","E2","P18","LS",27456,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,32,-0.591051459967347,-0.807776348554376
"219","O","E2","P19","LS",28992,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,32,-0.145654028546114,-0.143302145400799
"220","O","E2","P20","S",30338,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,32,-0.5706891082926,-0.544649277512692
"221","O","E2","P21","LS",32064,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,32,-0.31330521999291,-0.359129783069283
"222","O","E2","P22","LS",33600,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,32,-0.52606690462021,-0.548092862691362
"223","O","E2","P23","LS",35136,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,32,-0.654577787425175,-0.359176218848465
"224","O","E2","P24","S",36482,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,32,-0.818265670648324,-0.78827495448709
"225","O","E2","P25","LS",38208,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,32,-0.419068030714316,-0.609591840050067
"226","O","E2","P26","LS",39744,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,32,-0.461551009368082,-0.463337114232199
"227","O","E2","P27","LS",41280,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,32,-0.13441462485354,-0.293213257904139
"228","O","E2","P28","LS",42816,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,32,-0.411773998678997,-0.464474723571857
"229","O","E2","P29","S",44162,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,32,-0.403740153240774,-0.508337868538872
"230","O","E2","P30","S",45698,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,32,-0.437105287078418,-0.523311223325659
"231","O","E2","P31","S",47234,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,32,-0.410909278681514,-0.402749006179527
"232","O","E2","P32","LS",48960,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,32,-0.0844667195115006,0.0421641495263341
"233","O","E2","P33","LS",50496,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,32,-0.188420314299319,-0.224292855722926
"234","O","E2","P34","LS",52032,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,32,-0.0270847748279532,-0.107266409818261
"235","O","E2","P35","S",53378,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,32,-0.36071158650857,-0.446234139469762
"236","O","E2","P36","LS",55104,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,32,-0.296186459068071,-0.580333713449218
"237","O","E2","P37","S",56640,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,32,-0.147842071039218,-0.229387213756848
"238","O","E2","P38","S",58176,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,32,0.970009845577195,0.792822556101714
"239","O","E2","P39","S",59712,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,32,0.767257978823357,0.781225314244245
"240","O","E2","P40","S",61248,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,32,0.91632944955102,0.930108377359606
