"","Condition","Epoch","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Both","P_Avg_Both"
"167","O","E1","P07","LS",10482,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,0.0694943479669353,0.133150703949013
"168","O","E1","P08","LS",12018,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.432342565114487,-0.483909177874099
"169","O","E1","P09","S",13486,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.339273231459792,-0.200303182315254
"170","O","E1","P10","S",15022,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.16550179662816,-0.113401683279299
"171","O","E1","P11","S",16558,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.482975992996294,-0.349608321099407
"172","O","E1","P12","LS",18162,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.567535065555342,-0.673259200483407
"173","O","E1","P13","S",19630,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,-0.23124127412,-0.228507441480793
"174","O","E1","P14","S",21166,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,0.114384529073202,0.191770719224026
"175","O","E1","P15","S",22702,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-0.225883043551136,-0.375725669816834
"176","O","E1","P16","S",24238,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.451014685499015,-0.283641847219628
"177","O","E1","P17","S",25774,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.271867412870418,-0.142789626596395
"178","O","E1","P18","LS",27378,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.380942820234901,-0.546929376127658
"179","O","E1","P19","LS",28914,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.101874801316551,-0.0735803787302146
"180","O","E1","P20","S",30382,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.275892836218142,-0.320338033595606
"181","O","E1","P21","LS",31986,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,0.0961419529605973,0.102679813226167
"182","O","E1","P22","LS",33522,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.345774990424532,-0.397063059732636
"183","O","E1","P23","LS",35058,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.650064353391543,-0.343309114192538
"184","O","E1","P24","S",36526,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.56284177815641,-0.410925542238824
"185","O","E1","P25","LS",38130,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.103582605580558,-0.334659782311632
"186","O","E1","P26","LS",39666,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.31913067326454,-0.315801695449183
"187","O","E1","P27","LS",41202,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.312210406743493,-0.436015110180387
"188","O","E1","P28","LS",42738,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.109025281310874,-0.0854916331038967
"189","O","E1","P29","S",44206,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.132802415683794,-0.342285681220404
"190","O","E1","P30","S",45742,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.187042538069152,-0.181349079929562
"191","O","E1","P31","S",47278,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.385405593361973,-0.459248655624536
"192","O","E1","P32","LS",48882,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,0.0734856869305413,0.216260368686362
"193","O","E1","P33","LS",50418,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,-0.00500092824517701,-0.0139920001870855
"194","O","E1","P34","LS",51954,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.248901021277613,-0.243840045345792
"195","O","E1","P35","S",53422,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.263309602548978,-0.203427360434758
"196","O","E1","P36","LS",55026,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,-0.0544422783572722,-0.298038474772727
"197","O","E1","P37","S",56562,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,0.193138549081274,0.05167627173829
"198","O","E1","P38","S",58098,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,0.976559232013332,0.762035008289205
"199","O","E1","P39","S",59634,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.636719507733395,0.885191035083308
"200","O","E1","P40","S",61170,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,0.94398440819447,1.07345783589147
"201","O","E2","P01","LS",1088,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,13,-0.0309125905153334,-0.0916160300998388
"202","O","E2","P02","LS",2624,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,13,-0.560635487001108,-0.411462238311945
"203","O","E2","P03","LS",4160,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,13,-0.48363200001468,-0.696881488464639
"204","O","E2","P04","S",5724,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,13,-0.522200899598781,-0.78197703098342
"205","O","E2","P05","S",7260,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,13,-0.306423311106805,-0.271655319208093
"206","O","E2","P06","S",8796,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,13,-0.192293250931472,-0.221079423027
"207","O","E2","P07","LS",10522,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,-0.0804934583406711,-0.036267165643973
"208","O","E2","P08","LS",12058,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.684386172963175,-0.721911562342667
"209","O","E2","P09","S",13404,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.547017239016846,-0.535400205505418
"210","O","E2","P10","S",14940,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.458096728781616,-0.522861235892776
"211","O","E2","P11","S",16476,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.767210151804636,-0.821920102676773
"212","O","E2","P12","LS",18202,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.78722847802048,-0.968825125398399
"213","O","E2","P13","S",19548,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,-0.46887760410377,-0.509712698332893
"214","O","E2","P14","S",21084,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,-0.118748739007618,-0.142862658336862
"215","O","E2","P15","S",22620,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-0.886201103884512,-1.04413201117111
"216","O","E2","P16","S",24156,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.665194308348648,-0.539836667804199
"217","O","E2","P17","S",25692,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.483801373246225,-0.37589184808498
"218","O","E2","P18","LS",27418,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.647902916702422,-0.771626739206638
"219","O","E2","P19","LS",28954,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.234342896874093,-0.379461693288797
"220","O","E2","P20","S",30300,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.53677057239219,-0.670813901917766
"221","O","E2","P21","LS",32026,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,-0.144367409405325,-0.273469750009826
"222","O","E2","P22","LS",33562,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.609756782310063,-0.760054804608885
"223","O","E2","P23","LS",35098,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.818947173836281,-0.536217404004025
"224","O","E2","P24","S",36444,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.763781942952085,-0.677714647100657
"225","O","E2","P25","LS",38170,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.385071003489164,-0.595867844634771
"226","O","E2","P26","LS",39706,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.530073953017359,-0.599247792671334
"227","O","E2","P27","LS",41242,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.634723510056636,-0.789961808579981
"228","O","E2","P28","LS",42778,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.33810544261223,-0.311635695774199
"229","O","E2","P29","S",44124,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.381039385992064,-0.688095614903581
"230","O","E2","P30","S",45660,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.392134581709999,-0.410661816283028
"231","O","E2","P31","S",47196,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.575363954610341,-0.681015323225163
"232","O","E2","P32","LS",48922,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,-0.132832361647234,0.0492227078055649
"233","O","E2","P33","LS",50458,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,-0.157861357188785,-0.331557360318524
"234","O","E2","P34","LS",51994,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.139976869022126,-0.15112462366904
"235","O","E2","P35","S",53340,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.448376187139444,-0.482826019973451
"236","O","E2","P36","LS",55066,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,-0.210170265413816,-0.54055109639002
"237","O","E2","P37","S",56602,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,-0.0342023279265017,-0.235047333735648
"238","O","E2","P38","S",58138,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,0.75436740290663,0.514743052288428
"239","O","E2","P39","S",59674,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.408398783071257,0.498725578958565
"240","O","E2","P40","S",61210,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,0.715929284259005,0.544490419461816
