"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Hem","CP_Avg_Single","CP_Avg_Single_Med","P_Avg_Hem","P_Avg_Single","P_Avg_Single_Med"
"110","B","E2","Left","P30","S",89547,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,30,-0.347768299264218,-0.498709944919111,-0.196826653609325,-0.58372612706932,-0.54005752490674,-0.627394729231899
"111","B","E2","Left","P31","S",92540,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,30,-0.386490906178649,-0.244628951515797,-0.528352860841501,-0.325367387869323,-0.0581552561800696,-0.592579519558577
"112","B","E2","Left","P32","LS",95655,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,30,-0.00557485468276227,0.0198107383210561,-0.0309604476865807,0.0783396481274617,0.0970851622827658,0.0595941339721574
"113","B","E2","Left","P33","LS",98648,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,30,0.0984758893593882,0.269403337782085,-0.0724515590633082,0.204014772368924,0.236714339006517,0.171315205731332
"114","B","E2","Left","P34","LS",101641,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,30,-0.21338048168847,-0.0876452124768503,-0.33911575090009,-0.0971907385247177,-0.0277452918755359,-0.166636185173899
"115","B","E2","Left","P35","S",104881,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,30,-0.364182080932535,-0.328450141374371,-0.399914020490699,-0.376587292841673,-0.288028013236685,-0.465146572446662
"116","B","E2","Left","P36","LS",107873,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,30,-0.248166540308637,-0.293539004946758,-0.202794075670517,-0.689234094120315,-0.832736718881547,-0.545731469359083
"117","B","E2","Left","P37","S",110989,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,30,0.0103225527127052,0.0908710990356855,-0.0702259936102751,-0.123051142532765,-0.00579115601914262,-0.240311129046387
"118","B","E2","Left","P38","S",113982,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,30,1.03048577429815,0.870696602545802,1.19027494605049,0.989767445716427,0.980860279948346,0.998674611484509
"119","B","E2","Left","P39","S",116976,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,30,0.954660450509076,0.97929802747166,0.930022873546491,0.942241542807195,0.781228085710862,1.10325499990353
"120","B","E2","Left","P40","S",120213,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,30,1.02682489561092,1.05144120815167,1.00220858307016,1.00140905132503,1.05829057908784,0.944527523562207
"121","B","E2","Right","P01","LS",443,"R","R",34,"M",0,NA,NA,0,47,49,24,0.51,0.53,0.26,NA,30,-0.300360566814641,-0.523237902958914,-0.0774832306703673,-0.259764609840371,-0.552511758648984,0.0329825389682427
"122","B","E2","Right","P02","LS",3437,"R","R",26,"M",3,13,NA,0,61,48,35,0.66,0.52,0.38,NA,30,-0.823093151774235,-0.894557647238834,-0.751628656309636,-0.673898941142014,-0.60245007807706,-0.745347804206967
"123","B","E2","Right","P03","LS",6431,"R","R",24,"M",1,NA,NA,0,64,47,35,0.7,0.51,0.38,NA,30,-0.282132069730673,-0.261981652803999,-0.302282486657346,-0.510922899008778,-0.612481360588296,-0.40936443742926
"124","B","E2","Right","P04","S",9272,"R","R",33,"M",29,NA,"College",3.5,54,45,26,0.59,0.49,0.28,NA,30,-0.270306003511277,-0.114278120712025,-0.426333886310529,-0.337069481816133,-0.232119057438268,-0.442019906193998
"125","B","E2","Right","P05","S",12714,"R","R",52,"M",48,NA,"Semi-Pro",3,66,47,37,0.72,0.51,0.4,NA,30,0.00417405521009375,0.15537110194135,-0.147022991521163,0.0267474079256137,-0.0450833816401618,0.0985781974913891
"126","B","E2","Right","P06","S",15477,"R","R",50,"M",42,NA,"Unknown",1,60,42,28,0.65,0.46,0.3,NA,30,-0.417025291342564,-0.439688729659834,-0.394361853025294,-0.258228290726509,-0.0203708141705473,-0.496085767282472
"127","B","E2","Right","P07","LS",19419,"R","R",27,"M",0,NA,NA,0.04,62,54,38,0.67,0.59,0.41,NA,30,-0.111374996939684,-0.134268699179474,-0.0884812946998946,-0.127325095841075,0.020181565945477,-0.274831757627628
"128","B","E2","Right","P08","LS",22425,"R","R",26,"F",0,NA,NA,0,46,48,22,0.5,0.52,0.24,NA,30,-0.628404450187172,-0.605832265423486,-0.650976634950857,-0.766197568460868,-0.713356048374143,-0.819039088547593
"129","B","E2","Right","P09","S",24606,"R","R",38,"M",30,NA,"College",2,70,39,31,0.76,0.42,0.34,NA,30,-0.562200036281568,-0.559815063714167,-0.564585008848969,-0.377659450956381,-0.181366719571469,-0.573952182341292
"130","B","E2","Right","P10","S",28048,"R","R",27,"F",21,22,"College",0,53,45,30,0.58,0.49,0.33,NA,30,-0.233180954673626,-0.154875369766847,-0.311486539580405,-0.290496629864113,-0.33859440437561,-0.242398855352616
"131","B","E2","Right","P11","S",30811,"R","R",28,"M",23,NA,"Club College",1.5,62,48,33,0.67,0.52,0.36,NA,30,-0.601787523850256,-0.556895036061966,-0.646680011638545,-0.59075255848076,-0.448481011431312,-0.733024105530209
"132","B","E2","Right","P12","LS",34752,"R","R",26,"M",1,6,NA,0,58,43,31,0.63,0.47,0.34,NA,30,-0.510428713800223,-0.487531092761768,-0.533326334838678,-0.566898925466368,-0.476688817608444,-0.657109033324292
"133","B","E2","Right","P13","S",37029,"R","L",22,"F",16,NA,"College",3,69,53,36,0.75,0.58,0.39,NA,30,-0.43556969493624,-0.436846277376393,-0.434293112496088,-0.418681786741805,-0.703073064572029,-0.134290508911581
"134","B","E2","Right","P14","S",40389,"R","R",27,"F",10,26,"College",0,54,49,29,0.59,0.53,0.32,"Pandemic",30,-0.282446617674265,-0.36835207054533,-0.196541164803199,-0.268420462570348,-0.359914786905212,-0.176926138235484
"135","B","E2","Right","P15","S",43382,"L","R",27,"F",21,NA,"High School",3,53,45,24,0.58,0.49,0.26,NA,30,-0.459006454300746,-0.372318323361452,-0.545694585240039,-0.441597644539755,-0.471156892615679,-0.412038396463832
"136","B","E2","Right","P16","S",46159,"R","R",18,"F",10,17,"High School",0,57,43,30,0.62,0.47,0.33,NA,30,-0.632323978351831,-0.827086709898639,-0.437561246805024,-0.779354104126368,-0.908729303398916,-0.649978904853819
"137","B","E2","Right","P17","S",49370,"R","R",26,"M",10,NA,"College",1,65,51,40,0.71,0.55,0.43,NA,30,-0.365032689959425,-0.155715359810569,-0.574350020108281,-0.21523611716403,-0.155433473137952,-0.275038761190109
"138","B","E2","Right","P18","LS",53093,"R","R",26,"F",3,11,NA,0,58,41,20,0.63,0.45,0.22,NA,30,-0.480037873610707,-0.573069856856864,-0.387005890364549,-0.592822534297278,-0.719500446333099,-0.466144622261456
"139","B","E2","Right","P19","LS",56304,"R","R",31,"M",2,10,NA,0,68,45,31,0.74,0.49,0.34,NA,30,-0.134046273032778,-0.147942948646377,-0.120149597419179,-0.140881673312245,-0.119327256244964,-0.162436090379527
"140","B","E2","Right","P20","S",58718,"R","R",33,"M",28,NA,"College",1.5,58,37,28,0.63,0.4,0.3,NA,30,-0.544079732682446,-0.593543979605353,-0.494615485759539,-0.495517816327162,-0.502763084256767,-0.488272548397557
"141","B","E2","Right","P21","LS",62076,"R","R",29,"M",1.5,11,NA,0,63,51,34,0.68,0.55,0.37,NA,30,-0.213851482202515,-0.30343099045921,-0.12427197394582,-0.345006451471452,-0.370730551545145,-0.31928235139776
"142","B","E2","Right","P22","LS",65435,"R","R",24,"M",0,NA,NA,0,61,49,31,0.66,0.53,0.34,NA,30,-0.445101587512152,-0.550208276307319,-0.339994898716984,-0.624986097637453,-0.84128781575195,-0.408684379522957
"143","B","E2","Right","P23","LS",68428,"L","R",33,"M",3,9,NA,0,48,45,27,0.52173913,0.489130435,0.293478261,NA,30,-0.722939881024725,-0.833445726130188,-0.612434035919262,-0.251620633691339,-0.0913813328356611,-0.411859934547016
"144","B","E2","Right","P24","S",71058,"R","R",35,"M",30,NA,"Semi-Pro",3,21,21,10,0.512195122,0.512195122,0.243902439,NA,30,-0.792529943700699,-0.878774629437208,-0.70628525796419,-0.766961695184028,-0.774169064008905,-0.759754326359151
"145","B","E2","Right","P25","LS",74746,"R","R",23,"F",2,NA,NA,0,55,47,31,0.597826087,0.510869565,0.336956522,NA,30,-0.335723623916007,-0.329466955893975,-0.341980291938039,-0.507533609953503,-0.557853504930575,-0.457213714976432
"146","B","E2","Right","P26","LS",77409,"R","R",34,"F",0,NA,NA,0,49,49,24,0.532608696,0.532608696,0.260869565,NA,30,-0.352478950909645,-0.251022772132022,-0.453935129687267,-0.284247418075716,-0.273048699317459,-0.295446136833973
"147","B","E2","Right","P27","LS",80769,"R","R",42,"M",0,NA,NA,0,55,49,28,0.597826087,0.532608696,0.304347826,NA,30,-0.0101554432663309,0.377906646788547,-0.398217533321209,-0.287090375144413,-0.214807220755619,-0.359373529533207
"148","B","E2","Right","P28","LS",83762,"R","R",26,"F",0,NA,NA,0,45,52,25,0.494505495,0.571428571,0.274725275,NA,30,-0.336330956629099,-0.473825307809495,-0.198836605448703,-0.55805130793618,-0.816241717516266,-0.299860898356093
"149","B","E2","Right","P29","S",86392,"L","L",25,"F",16,18,"College",0,65,49,33,0.706521739,0.532608696,0.358695652,NA,30,-0.281699260867211,-0.185360862820434,-0.378037658913988,-0.467301011199773,-0.49179825481836,-0.442803767581187
"150","B","E2","Right","P30","S",89385,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,30,-0.412757287719501,-0.413231955173021,-0.412282620265981,-0.308966917012841,-0.353914972117952,-0.26401886190773
"151","B","E2","Right","P31","S",92270,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,30,-0.326420687050092,-0.267175158091379,-0.385666216008806,-0.359485861492701,-0.278801308507063,-0.44017041447834
"152","B","E2","Right","P32","LS",96102,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,30,-0.11933538774142,-0.114616227604339,-0.1240545478785,-0.0179154773129817,0.0766902343258031,-0.112521188951767
"153","B","E2","Right","P33","LS",99097,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,30,-0.363381459034215,-0.557610332508546,-0.169152585559884,-0.452884121029391,-0.477159175423447,-0.428609066635336
"154","B","E2","Right","P34","LS",102400,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,30,-0.260222810432002,-0.131639721312654,-0.38880589955135,-0.502414827636923,-0.61386203969724,-0.390967615576606
"155","B","E2","Right","P35","S",104720,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,30,-0.24710827899872,-0.202042163432675,-0.292174394564766,-0.412364995631227,-0.353602572036062,-0.471127419226393
"156","B","E2","Right","P36","LS",108078,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,30,-0.237158442088715,-0.196919923368429,-0.277396960809002,-0.544379711630602,-0.6145013310309,-0.474258092230303
"157","B","E2","Right","P37","S",111437,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,30,-0.160182230336064,-0.251034911702747,-0.0693295489693801,-0.248641187877378,-0.314846436504971,-0.182435939249785
"158","B","E2","Right","P38","S",114430,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,30,1.03857572790461,0.899891630801444,1.17725982500777,0.693956964621432,0.801607927928682,0.586306001314181
"159","B","E2","Right","P39","S",117758,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,30,0.679115858874552,0.569149041826742,0.789082675922362,0.811127563620756,0.782747819688853,0.839507307552658
"160","B","E2","Right","P40","S",120771,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,30,0.911476892574116,0.745747731237008,1.07720605391122,0.890265904560298,0.855998275442979,0.924533533677616
"161","N","E1","Left","P01","LS",1340,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,30,-0.0320263384192066,0.0205848871256142,-0.0846375639640274,-0.136560693281661,-0.141715248410643,-0.131406138152679
"162","N","E1","Left","P02","LS",4333,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,30,-0.366748834920111,-0.369745274639297,-0.363752395200925,-0.251951479419071,-0.140134217962282,-0.36376874087586
"163","N","E1","Left","P03","LS",7695,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,30,-0.290566562251694,-0.316026100528928,-0.265107023974461,-0.47849558868244,-0.730712955125594,-0.226278222239285
"164","N","E1","Left","P04","S",10827,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,30,-0.211443025416481,-0.245076835287943,-0.177809215545018,-0.322948244518367,-0.463701408862011,-0.182195080174722
"165","N","E1","Left","P05","S",14185,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,30,0.106631873082387,0.268394955472574,-0.0551312093077992,0.180338542279051,0.247407375400606,0.113269709157495
"166","N","E1","Left","P06","S",17179,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,30,-0.123817989138263,-0.0161540632481285,-0.231481915028398,-0.160524226740959,-0.27508721673275,-0.0459612367491681
"167","N","E1","Left","P07","LS",19669,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,30,0.168621667981674,0.216795492642353,0.120447843320996,0.26573878768492,0.456259595388167,0.0752179799816739
"168","N","E1","Left","P08","LS",22662,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,30,-0.365352000352681,-0.307993017908354,-0.422710982797008,-0.295837616081072,-0.313396608649124,-0.278278623513021
"169","N","E1","Left","P09","S",26526,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,30,-0.331636093308812,-0.348407603361012,-0.314864583256611,-0.238104152079755,-0.228217634678375,-0.247990669481134
"170","N","E1","Left","P10","S",29519,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,30,-0.27526304002892,-0.287542809561701,-0.262983270496139,-0.155899043273124,-0.15536447812482,-0.156433608421428
"171","N","E1","Left","P11","S",32514,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,30,-0.385240275015343,-0.371613934433992,-0.398866615596693,-0.289826883861881,-0.458632062791178,-0.121021704932583
"172","N","E1","Left","P12","LS",35612,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,30,-0.490096036176369,-0.484239993772308,-0.495952078580429,-0.423865853203633,-0.398442988697106,-0.449288717710161
"173","N","E1","Left","P13","S",38500,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,30,-0.0846163956074364,-0.139177814070756,-0.0300549771441171,-0.326408227026624,-0.470395449336431,-0.182421004716816
"174","N","E1","Left","P14","S",41250,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,30,0.020320669639646,-0.122835431728742,0.163476771008034,-0.0288001792849047,-0.143812798688061,0.0862124401182514
"175","N","E1","Left","P15","S",44121,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,30,-0.224221790157474,-0.19936877114809,-0.249074809166858,-0.488643939907918,-0.465445510247915,-0.511842369567923
"176","N","E1","Left","P16","S",47848,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,30,-0.521271314108358,-0.499242230324014,-0.543300397892701,-0.392840467922076,-0.518324703691375,-0.267356232152777
"177","N","E1","Left","P17","S",50841,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,30,-0.315541315310028,-0.283109118339364,-0.347973512280693,-0.225221058434168,-0.220766836957147,-0.22967527991119
"178","N","E1","Left","P18","LS",53697,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,30,-0.438484055020676,-0.37763018912333,-0.499337920918021,-0.80694220324355,-0.570953349148485,-1.04293105733861
"179","N","E1","Left","P19","LS",57177,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,30,0.0969544210909522,0.105089413046598,0.0888194291353061,0.0999689222823862,0.082633551421285,0.117304293143488
"180","N","E1","Left","P20","S",59577,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,30,-0.302638866081601,-0.240530956345866,-0.364746775817336,-0.332301192880121,-0.112695504481452,-0.551906881278791
"181","N","E1","Left","P21","LS",62677,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,30,-0.15584167454682,-0.24687447392604,-0.0648088751676006,-0.0955943396138966,-0.0930032470936389,-0.0981854321341544
"182","N","E1","Left","P22","LS",66403,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,30,-0.31085948259944,-0.2837176232798,-0.33800134191908,-0.191623184627152,-0.138926575832024,-0.244319793422279
"183","N","E1","Left","P23","LS",69588,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,30,-0.413070620185724,-0.445323019264956,-0.380818221106493,-0.163807793435049,0.0624596256781133,-0.390075212548211
"184","N","E1","Left","P24","S",72529,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,30,-0.655078923774499,-0.876981407985316,-0.433176439563682,-0.710560005481729,-0.778849262398862,-0.642270748564596
"185","N","E1","Left","P25","LS",75384,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,30,-1.3510026058778,-1.35129768194557,-1.35070752981002,-1.49772231454335,-1.62582100220488,-1.36962362688182
"186","N","E1","Left","P26","LS",78013,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,30,-0.222417603589355,-0.176284481769381,-0.268550725409328,-0.328287969169143,-0.278101193775349,-0.378474744562937
"187","N","E1","Left","P27","LS",81006,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,30,0.013860460861009,0.290785302667063,-0.263064380945045,-0.00785558683404583,0.0541812927727071,-0.0698924664407988
"188","N","E1","Left","P28","LS",84936,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,30,-0.120149018410659,-0.0929256262552432,-0.147372410566074,-0.23150067263281,-0.428712901089533,-0.0342884441760876
"189","N","E1","Left","P29","S",87863,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,30,-0.231991777198808,-0.236986157822458,-0.226997396575157,-0.207858487339984,-0.213152762251505,-0.202564212428463
"190","N","E1","Left","P30","S",90856,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,30,-0.212254885546159,-0.369191944109852,-0.0553178269824657,-0.452557807435999,-0.408763069719017,-0.496352545152982
"191","N","E1","Left","P31","S",93851,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,30,-0.295340530434778,-0.18436587276559,-0.406315188103966,-0.237692905734463,0.00769802279997266,-0.4830838342689
"192","N","E1","Left","P32","LS",97070,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,30,0.212535551505616,0.330013687913243,0.0950574150979897,0.31282422746722,0.337982284455178,0.287666170479263
"193","N","E1","Left","P33","LS",99699,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,30,0.193187360889809,0.372665339276746,0.0137093825028725,0.307332021524215,0.349516710889574,0.265147332158856
"194","N","E1","Left","P34","LS",102692,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,30,-0.155210283018151,-0.0445274120699845,-0.265893153966317,0.00722359677083066,0.0570812853492941,-0.0426340918076328
"195","N","E1","Left","P35","S",106191,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,30,-0.193187607587447,-0.15754261732182,-0.228832597853074,-0.175072951549107,-0.0655730499426864,-0.284572853155528
"196","N","E1","Left","P36","LS",109520,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,30,-0.132492304755684,-0.178441056421071,-0.0865435530902965,-0.496681301036557,-0.583005206426042,-0.410357395647072
"197","N","E1","Left","P37","S",112405,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,30,0.157855375241959,0.248721733672563,0.0669890168113546,0.0391322760414639,0.144357885091676,-0.0660933330087481
"198","N","E1","Left","P38","S",115643,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,30,1.16589824762334,0.987664516218806,1.34413197902786,1.10827295768491,1.0918579881449,1.12468792722493
"199","N","E1","Left","P39","S",118027,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,30,1.07739845742918,1.12800368576381,1.02679322909454,1.10361222939632,0.953243922062147,1.25398053673049
"200","N","E1","Left","P40","S",121020,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,30,1.23245642009758,1.22846120611114,1.23645163408401,1.25288652140892,1.33098125504791,1.17479178776993
"201","N","E1","Right","P01","LS",1546,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,30,-0.336899508949264,-0.601929728338656,-0.0718692895598722,-0.274259737732568,-0.565804665056033,0.0172851895908979
"202","N","E1","Right","P02","LS",4539,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,30,-0.345365239511137,-0.384350265395916,-0.306380213626358,-0.205148345323761,-0.0961497139517192,-0.314146976695802
"203","N","E1","Right","P03","LS",7777,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,30,-0.0943586101353344,-0.0814510002128918,-0.107266220057777,-0.30358826512934,-0.398927218889012,-0.208249311369667
"204","N","E1","Right","P04","S",10665,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,30,-0.0751899303709011,0.0370061893371262,-0.187386050078928,-0.129811530953905,-0.0504638712474601,-0.20915919066035
"205","N","E1","Right","P05","S",13658,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,30,0.144300583728994,0.268909120231285,0.0196920472267025,0.14958475262757,0.0749706867409621,0.224198818514179
"206","N","E1","Right","P06","S",17017,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,30,-0.295108265208399,-0.292328227360402,-0.297888303056396,-0.125189162138628,0.102238364747728,-0.352616689024984
"207","N","E1","Right","P07","LS",19872,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,30,0.308758038139033,0.52641005061685,0.0911060256612166,0.313942369725617,0.683955320300295,-0.0560705808490606
"208","N","E1","Right","P08","LS",23232,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,30,-0.44546595647026,-0.411133497315215,-0.479798415625304,-0.591571468011246,-0.527528145369044,-0.655614790653448
"209","N","E1","Right","P09","S",25999,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,30,-0.44617218908157,-0.450555203663361,-0.44178917449978,-0.221812088812393,-0.0408981926318389,-0.402725984992946
"210","N","E1","Right","P10","S",28993,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,30,-0.0487758364230611,-0.033490008292645,-0.0640616645534771,-0.127956618330228,-0.211377691122212,-0.0445355455382432
"211","N","E1","Right","P11","S",32351,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,30,-0.377140498321607,-0.337199194058801,-0.417081802584413,-0.283554415262731,-0.18848699400588,-0.378621836519583
"212","N","E1","Right","P12","LS",35207,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,30,-0.351508520674105,-0.357617784075222,-0.345399257272987,-0.364431736143152,-0.302511898868304,-0.426351573418
"213","N","E1","Right","P13","S",38703,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,30,-0.250195509606604,-0.263786116402671,-0.236604902810536,-0.232188755392691,-0.506756021213452,0.0423785104280702
"214","N","E1","Right","P14","S",41334,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,30,-0.0844181467627291,-0.184007193609817,0.0151709000843589,-0.107264146429031,-0.182192601587109,-0.0323356912709534
"215","N","E1","Right","P15","S",44327,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,30,-0.357306243949653,-0.270668454613732,-0.443944033285574,-0.32409916314883,-0.336229687317077,-0.311968638980583
"216","N","E1","Right","P16","S",47686,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,30,-0.498958655636192,-0.688828036437428,-0.309089274834955,-0.618271300012684,-0.725297872379258,-0.51124472764611
"217","N","E1","Right","P17","S",50679,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,30,-0.228564887287727,-0.0216234645640025,-0.435506310011452,-0.0621206208110303,-0.00107082159995519,-0.123170420022106
"218","N","E1","Right","P18","LS",53900,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,30,-0.308729285488128,-0.416340825297185,-0.20111774567907,-0.420002458668488,-0.535294069777996,-0.304710847558981
"219","N","E1","Right","P19","LS",56529,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,30,-0.0108766782780066,-0.0271563867972176,0.00540303024120435,0.00637399998617998,-0.00677734070852743,0.0195253406808875
"220","N","E1","Right","P20","S",59660,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,30,-0.377880050556432,-0.408317520169168,-0.347442580943696,-0.254293720070677,-0.232439103607995,-0.276148336533358
"221","N","E1","Right","P21","LS",62883,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,30,-0.0814604933598242,-0.178084379509856,0.0151633927902072,-0.154329993773366,-0.246582225149345,-0.0620777623973879
"222","N","E1","Right","P22","LS",65876,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,30,-0.353998768331217,-0.475185262871305,-0.232812273791129,-0.432728277286877,-0.586728440617608,-0.278728113956147
"223","N","E1","Right","P23","LS",69235,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,30,-0.611237054036332,-0.716592388804377,-0.505881719268288,-0.18974022513326,-0.073328426026385,-0.306152024240136
"224","N","E1","Right","P24","S",72002,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,30,-0.629714183876934,-0.701917083538213,-0.557511284215654,-0.599628519744485,-0.604635255779959,-0.594621783709011
