"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Hem","CP_Avg_Single","CP_Avg_Single_Med","P_Avg_Hem","P_Avg_Single","P_Avg_Single_Med"
"107","B","E2","Left","P27","LS",80165,"R","R",42,"M",0,NA,NA,0,55,49,28,0.597826087,0.532608696,0.304347826,NA,13,-0.573258397666486,-0.401299718615181,-0.745217076717791,-0.666228828273095,-0.674763453024879,-0.657694203521311
"108","B","E2","Left","P28","LS",83159,"R","R",26,"F",0,NA,NA,0,45,52,25,0.494505495,0.571428571,0.274725275,NA,13,-0.339813203686566,-0.333353926045078,-0.346272481328054,-0.212255780567684,-0.384311874902926,-0.0401996862324427
"109","B","E2","Left","P29","S",86518,"L","L",25,"F",16,18,"College",0,65,49,33,0.706521739,0.532608696,0.358695652,NA,13,-0.226156465176691,-0.235953684968133,-0.216359245385249,-0.6046808445626,-0.6208782292151,-0.5884834599101
"110","B","E2","Left","P30","S",89999,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,13,-0.266016980204072,-0.351618092474429,-0.180415867933716,-0.484074717480109,-0.442914621828619,-0.525234813131599
"111","B","E2","Left","P31","S",92749,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,13,-0.538020400482753,-0.419644643382201,-0.656396157583305,-0.57107394184176,-0.45794475812313,-0.684203125560389
"112","B","E2","Left","P32","LS",95500,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,13,-0.0522027641136082,-0.0375310212903195,-0.0668745069368969,0.0669512530671642,0.0754773094557253,0.0584251966786031
"113","B","E2","Left","P33","LS",98492,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,13,0.0398526779201271,0.196421068232309,-0.116715712392054,-0.0105022119271772,-0.145423616086371,0.124419192232016
"114","B","E2","Left","P34","LS",101606,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,13,-0.439295860263149,-0.339367137724147,-0.539224582802151,-0.332061000070978,-0.34343918292399,-0.320682817217966
"115","B","E2","Left","P35","S",105333,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,13,-0.435469931481868,-0.478745764564416,-0.392194098399319,-0.482767998227999,-0.461903701931397,-0.503632294524602
"116","B","E2","Left","P36","LS",107717,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,13,-0.16023173071346,-0.123695919376313,-0.196767542050607,-0.520273820502461,-0.621356246534067,-0.419191394470855
"117","B","E2","Left","P37","S",110834,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,13,0.0614874393351747,0.190847151711618,-0.0678722730412687,-0.0577285517048561,0.123530825779003,-0.238987929188715
"118","B","E2","Left","P38","S",113826,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,13,0.874487439072483,0.716256003515978,1.03271887462899,0.627951942546323,0.481139814402362,0.774764070690283
"119","B","E2","Left","P39","S",116941,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,13,0.609948158545515,0.611463735423941,0.60843258166709,0.701722258667247,0.546171220882443,0.857273296452052
"120","B","E2","Left","P40","S",120057,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,13,0.8568304855031,0.811217366165011,0.902443604841189,0.576592607787988,0.593129412861811,0.560055802714165
"121","B","E2","Right","P01","LS",773,"R","R",34,"M",0,NA,NA,0,47,49,24,0.51,0.53,0.26,NA,13,-0.127446796058655,-0.273883661581242,0.0189900694639319,-0.10670112861366,-0.450907998392526,0.237505741165206
"122","B","E2","Right","P02","LS",3402,"R","R",26,"M",3,13,NA,0,61,48,35,0.66,0.52,0.38,NA,13,-0.638795619569491,-0.687501585885598,-0.590089653253384,-0.467871856136483,-0.288044053678026,-0.647699658594941
"123","B","E2","Right","P03","LS",6761,"R","R",24,"M",1,NA,NA,0,64,47,35,0.7,0.51,0.38,NA,13,-0.368063750585461,-0.325639806839366,-0.410487694331555,-0.558735552499815,-0.583912150678603,-0.533558954321026
"124","B","E2","Right","P04","S",9929,"R","R",33,"M",29,NA,"College",3.5,54,45,26,0.59,0.49,0.28,NA,13,-0.490749923337527,-0.373870060592933,-0.60762978608212,-0.746187751997609,-0.762054130664102,-0.730321373331116
"125","B","E2","Right","P05","S",13235,"R","R",52,"M",48,NA,"Semi-Pro",3,66,47,37,0.72,0.51,0.4,NA,13,-0.235379341080798,-0.174010276098167,-0.296748406063429,-0.239387825928269,-0.256791678380125,-0.221983973476414
"126","B","E2","Right","P06","S",16281,"R","R",50,"M",42,NA,"Unknown",1,60,42,28,0.65,0.46,0.3,NA,13,-0.177977365537673,-0.322032751197863,-0.0339219798774838,-0.175311030758766,-0.0491383170887243,-0.301483744428808
"127","B","E2","Right","P07","LS",19277,"R","R",27,"M",0,NA,NA,0.04,62,54,38,0.67,0.59,0.41,NA,13,-0.103070328552768,-0.0205727134008745,-0.185567943704662,-0.0824143969201031,0.0637131884021061,-0.228541982242312
"128","B","E2","Right","P08","LS",22391,"R","R",26,"F",0,NA,NA,0,46,48,22,0.5,0.52,0.24,NA,13,-0.537060610170946,-0.465167245812917,-0.608953974528974,-0.671934973242462,-0.533368570726439,-0.810501375758485
"129","B","E2","Right","P09","S",24681,"R","R",38,"M",30,NA,"College",2,70,39,31,0.76,0.42,0.34,NA,13,-0.523825443935582,-0.506109211189259,-0.541541676681906,-0.477492621109075,-0.402332956094523,-0.552652286123626
"130","B","E2","Right","P10","S",28582,"R","R",27,"F",21,22,"College",0,53,45,30,0.58,0.49,0.33,NA,13,-0.382520135598005,-0.344161523939547,-0.420878747256463,-0.550779846657362,-0.52264659284748,-0.578913100467243
"131","B","E2","Right","P11","S",31007,"R","R",28,"M",23,NA,"Club College",1.5,62,48,33,0.67,0.52,0.36,NA,13,-0.629998830122666,-0.58511345736898,-0.674884202876351,-0.604290604584221,-0.524023771673852,-0.68455743749459
"132","B","E2","Right","P12","LS",34610,"R","R",26,"M",1,6,NA,0,58,43,31,0.63,0.47,0.34,NA,13,-0.700146691933548,-0.785878367149075,-0.614415016718019,-0.990482807592329,-0.997704351642457,-0.983261263542203
"133","B","E2","Right","P13","S",37359,"R","L",22,"F",16,NA,"College",3,69,53,36,0.75,0.58,0.39,NA,13,-0.584080699554685,-0.706528354853743,-0.461633044255628,-0.64975741721731,-0.84004619425118,-0.459468640183437
"134","B","E2","Right","P14","S",40719,"R","R",27,"F",10,26,"College",0,54,49,29,0.59,0.53,0.32,"Pandemic",13,-0.110713741083229,-0.202478279023311,-0.0189492031431484,-0.15836902133191,-0.149621931286487,-0.167116111377334
"135","B","E2","Right","P15","S",43712,"L","R",27,"F",21,NA,"High School",3,53,45,24,0.58,0.49,0.26,NA,13,-0.41637769503082,-0.315527661175425,-0.517227728886216,-0.469391169120818,-0.531527084878839,-0.407255253362796
"136","B","E2","Right","P16","S",46950,"R","R",18,"F",10,17,"High School",0,57,43,30,0.62,0.47,0.33,NA,13,-0.617998787016846,-0.64472096200697,-0.591276612026722,-0.58493113241507,-0.581194780948637,-0.588667483881503
"137","B","E2","Right","P17","S",49700,"R","R",26,"M",10,NA,"College",1,65,51,40,0.71,0.55,0.43,NA,13,-0.504050694406653,-0.373640421169986,-0.634460967643319,-0.281734178107685,-0.25420759625589,-0.30926075995948
"138","B","E2","Right","P18","LS",53059,"R","R",26,"F",3,11,NA,0,58,41,20,0.63,0.45,0.22,NA,13,-0.5928410643332,-0.689348849687004,-0.496333278979396,-0.497475412547364,-0.574330540191693,-0.420620284903034
"139","B","E2","Right","P19","LS",55688,"R","R",31,"M",2,10,NA,0,68,45,31,0.74,0.49,0.34,NA,13,-0.246550007804662,-0.265056209399221,-0.228043806210102,-0.431746135872049,-0.343714790645027,-0.519777481099071
"140","B","E2","Right","P20","S",59279,"R","R",33,"M",28,NA,"College",1.5,58,37,28,0.63,0.4,0.3,NA,13,-0.540579763868131,-0.599107684095677,-0.482051843640585,-0.586359313777905,-0.593806865016251,-0.578911762539559
"141","B","E2","Right","P21","LS",62042,"R","R",29,"M",1.5,11,NA,0,63,51,34,0.68,0.55,0.37,NA,13,-0.0663438757749441,-0.0470411022936629,-0.0856466492562254,-0.326825941691741,-0.213377146752411,-0.440274736631072
"142","B","E2","Right","P22","LS",65401,"R","R",24,"M",0,NA,NA,0,61,49,31,0.66,0.53,0.34,NA,13,-0.434128776280987,-0.514471762379091,-0.353785790182882,-0.648419301567575,-0.727134087473607,-0.569704515661542
"143","B","E2","Right","P23","LS",68394,"L","R",33,"M",3,9,NA,0,48,45,27,0.52173913,0.489130435,0.293478261,NA,13,-0.817175653439338,-0.950457806563715,-0.683893500314961,-0.393148678515812,-0.235341813611084,-0.55095554342054
"144","B","E2","Right","P24","S",71606,"R","R",35,"M",30,NA,"Semi-Pro",3,21,21,10,0.512195122,0.512195122,0.243902439,NA,13,-0.731816565402112,-0.843031482810428,-0.620601647993795,-0.60441571292277,-0.663032064086542,-0.545799361758999
"145","B","E2","Right","P25","LS",74504,"R","R",23,"F",2,NA,NA,0,55,47,31,0.597826087,0.510869565,0.336956522,NA,13,-0.293908398670143,-0.221073894860981,-0.366742902479305,-0.49722229630696,-0.571684067702524,-0.422760524911397
"146","B","E2","Right","P26","LS",77131,"R","R",34,"F",0,NA,NA,0,49,49,24,0.532608696,0.532608696,0.260869565,NA,13,-0.429889550622232,-0.382067733573118,-0.477711367671345,-0.420435823557015,-0.367994194272269,-0.472877452841761
"147","B","E2","Right","P27","LS",80735,"R","R",42,"M",0,NA,NA,0,55,49,28,0.597826087,0.532608696,0.304347826,NA,13,-0.48461753553726,-0.328667702622448,-0.640567368452071,-0.742688655191276,-0.701406877776848,-0.783970432605704
"148","B","E2","Right","P28","LS",83120,"R","R",26,"F",0,NA,NA,0,45,52,25,0.494505495,0.571428571,0.274725275,NA,13,-0.126259981659796,-0.142554849977414,-0.109965113342179,-0.220540446984005,-0.291784254014556,-0.149296639953454
"149","B","E2","Right","P29","S",86966,"L","L",25,"F",16,18,"College",0,65,49,33,0.706521739,0.532608696,0.358695652,NA,13,-0.363062262972846,-0.270975434878446,-0.455149091067246,-0.527233845352817,-0.448813167849105,-0.60565452285653
"150","B","E2","Right","P30","S",89715,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,13,-0.327255924615396,-0.32293937181048,-0.331572477420312,-0.23406187434029,-0.387400526827425,-0.0807232218531543
"151","B","E2","Right","P31","S",92953,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,13,-0.477628928197951,-0.492903756405677,-0.462354099990224,-0.65862095557186,-0.753316352371402,-0.563925558772317
"152","B","E2","Right","P32","LS",95460,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,13,-0.135426340664927,-0.131473513572526,-0.139379167757326,-0.0459684658920555,0.0607452071147886,-0.1526821388989
"153","B","E2","Right","P33","LS",99063,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,13,-0.166812037540754,-0.224400679928227,-0.109223395153281,-0.370598937409924,-0.314758258389692,-0.426439616430156
"154","B","E2","Right","P34","LS",101692,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,13,-0.326774949241374,-0.180854479400689,-0.472695419082059,-0.524755640253072,-0.641088211474823,-0.40842306903132
"155","B","E2","Right","P35","S",105294,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,13,-0.388384071733155,-0.373100787749891,-0.403667355716419,-0.454447200744224,-0.323904389062971,-0.584990012425478
"156","B","E2","Right","P36","LS",108044,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,13,-0.15220134042374,-0.148541577489323,-0.155861103358157,-0.500697000714678,-0.55643774980054,-0.444956251628816
"157","B","E2","Right","P37","S",111403,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,13,0.0513656795427698,0.0737228974333758,0.0290084616521639,-0.195024850598826,-0.273740768201484,-0.116308932996169
"158","B","E2","Right","P38","S",114396,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,13,0.802016863770501,0.719838375539475,0.884195352001527,0.499985501528292,0.500396382398995,0.49957462065759
"159","B","E2","Right","P39","S",117515,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,13,0.335366869481175,0.211223366904336,0.459510372058015,0.476065448280438,0.435522862897603,0.516608033663274
"160","B","E2","Right","P40","S",120629,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,13,0.712057788671219,0.354614035282262,1.06950154206018,0.45690409383285,0.361089489477551,0.552718698188149
"161","N","E1","Left","P01","LS",1306,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,0.027562881038017,0.0515626454476811,0.00356311662835309,-0.244688901063,-0.332237137952514,-0.157140664173486
"162","N","E1","Left","P02","LS",4299,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.334408690644409,-0.49087534586694,-0.177942035421878,-0.272088828404854,-0.21207297604515,-0.332104680764558
"163","N","E1","Left","P03","LS",7661,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.314319095511641,-0.21283163025136,-0.415806560771922,-0.512135537127551,-0.690503546874241,-0.333767527380862
"164","N","E1","Left","P04","S",10793,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.326461857613939,-0.337826717021043,-0.315096998206835,-0.459276425196546,-0.473300034275746,-0.445252816117347
"165","N","E1","Left","P05","S",14151,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.0102019635272971,0.0941940677648642,-0.114597994819458,0.000832560611197695,0.0131135077627684,-0.0114483865403732
"166","N","E1","Left","P06","S",17145,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,0.0658420266351462,0.185727725219031,-0.0540436719487388,-0.0336901654723001,-0.0301740777331633,-0.0372062532114367
"167","N","E1","Left","P07","LS",19635,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,0.0703325894901034,0.204757340477924,-0.0640921614977172,0.0924267217879473,0.190502707572811,-0.00564926399691677
"168","N","E1","Left","P08","LS",22628,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.491648524383809,-0.404219308656742,-0.579077740110875,-0.329276831107723,-0.243409567626681,-0.415144094588766
"169","N","E1","Left","P09","S",26128,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.239511605335743,-0.303087454981129,-0.175935755690356,-0.032740725344069,-0.097149457228901,0.0316680065407632
"170","N","E1","Left","P10","S",29485,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,-0.20309195193786,-0.289551098531024,-0.116632805344696,0.0169015642477286,0.0810390350859886,-0.0472359065905313
"171","N","E1","Left","P11","S",32480,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.524060697088404,-0.662327272083947,-0.385794122092861,-0.320460355883675,-0.391333557126365,-0.249587154640986
"172","N","E1","Left","P12","LS",35578,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.531496351648931,-0.505448742718612,-0.557543960579251,-0.53215365983863,-0.546658445949211,-0.51764887372805
"173","N","E1","Left","P13","S",38466,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,-0.0195745854225253,-0.168049180404105,0.128900009559054,-0.156848045925979,-0.227993308119335,-0.0857027837326234
"174","N","E1","Left","P14","S",41216,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.161274557532465,0.0483484665534721,0.274200648511458,0.260399507652389,0.123896740434634,0.396902274870144
"175","N","E1","Left","P15","S",44452,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.199573247075677,-0.133497119108489,-0.265649375042865,-0.613110160070194,-0.429493724656392,-0.796726595483996
"176","N","E1","Left","P16","S",47814,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.390548676231597,-0.391085932694518,-0.390011419768677,-0.209027132966121,-0.253069149941158,-0.164985115991083
"177","N","E1","Left","P17","S",50807,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.221610650291122,-0.131658478674187,-0.311562821908057,-0.0722356267236381,0.0310810949899078,-0.175552348437184
"178","N","E1","Left","P18","LS",53663,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.386274498086145,-0.321539289605121,-0.451009706567168,-0.672224514741999,-0.295583891893203,-1.04886513759079
"179","N","E1","Left","P19","LS",57264,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.0176002090689288,0.00793258785527471,-0.0431330059931325,0.022390525184947,0.000208994914698337,0.0445720554551955
"180","N","E1","Left","P20","S",59787,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.254477187944342,-0.288933014322137,-0.220021361566548,-0.419938118657385,-0.0663385168881926,-0.773537720426577
"181","N","E1","Left","P21","LS",62643,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,0.120121610506688,0.0876703196411201,0.152572901372257,0.102895640142629,0.113164019774596,0.0926272605106614
"182","N","E1","Left","P22","LS",66369,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,13,-0.350788583988386,-0.218415782660279,-0.483161385316494,-0.325566787429887,-0.161561155767502,-0.489572419092271
"183","N","E1","Left","P23","LS",68998,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,13,-0.53827562188255,-0.486353209271245,-0.590198034493856,-0.273084842524007,-0.106483146200805,-0.439686538847209
"184","N","E1","Left","P24","S",72495,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,13,-0.48317539136633,-0.609442315374516,-0.356908467358144,-0.495865738123242,-0.448578796100987,-0.543152680145496
"185","N","E1","Left","P25","LS",75350,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,13,-1.26599083978739,-1.33499178111255,-1.19698989846223,-1.47860181268031,-1.61691653025594,-1.34028709510467
"186","N","E1","Left","P26","LS",77979,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,13,-0.234246937022062,-0.256692227382596,-0.211801646661528,-0.373803435246463,-0.324189216487757,-0.423417654005168
"187","N","E1","Left","P27","LS",80972,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,13,-0.337865197160433,-0.234722845926852,-0.441007548394015,-0.444013758550407,-0.416700278832871,-0.471327238267943
"188","N","E1","Left","P28","LS",84005,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,13,-0.179306392487378,-0.172095474754132,-0.186517310220625,-0.055432133696714,-0.176024059525179,0.0651597921317516
"189","N","E1","Left","P29","S",87829,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,13,-0.105685977464276,-0.145206312165238,-0.0661656427633136,-0.333496498023674,-0.349939147885289,-0.317053848162059
"190","N","E1","Left","P30","S",90822,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,13,-0.131982028933864,-0.193195612397229,-0.0707684454705001,-0.296425504023982,-0.232436817616307,-0.360414190431656
"191","N","E1","Left","P31","S",93817,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,13,-0.391140453496345,-0.299365933587209,-0.482914973405481,-0.389089357774114,-0.272125519804034,-0.506053195744194
"192","N","E1","Left","P32","LS",97036,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,13,0.160196051134619,0.243241920072934,0.077150182196305,0.328250762407604,0.350502287008695,0.305999237806513
"193","N","E1","Left","P33","LS",99665,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,13,0.0587154093711455,0.211637467958722,-0.0942066492164312,0.195721506453856,0.0877642991428128,0.303678713764899
"194","N","E1","Left","P34","LS",102658,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,13,-0.28859914250998,-0.163821842779835,-0.413376442240124,-0.133836335596798,-0.104022042451762,-0.163650628741835
"195","N","E1","Left","P35","S",106157,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,13,-0.199563950217775,-0.227309419380315,-0.171818481055235,-0.189916907031121,-0.0937163148455855,-0.286117499216656
"196","N","E1","Left","P36","LS",109377,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,13,-0.0481209969124569,-0.0343632093888806,-0.0618787844360332,-0.401704377658014,-0.522157633391069,-0.281251121924958
"197","N","E1","Left","P37","S",112371,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,13,0.25197650218939,0.378450548608128,0.125502455770651,0.135384533066841,0.276578383683386,-0.00580931754970445
"198","N","E1","Left","P38","S",115608,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,13,1.06971163788089,0.935087169876869,1.2043361058849,0.842690686293057,0.747136693473976,0.938244679112138
"199","N","E1","Left","P39","S",117993,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,13,0.802466615656367,0.81573881366581,0.789194417646924,0.948231271973712,0.829925721094731,1.06653682285269
"200","N","E1","Left","P40","S",120986,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,13,1.01897698795894,0.90719251934337,1.13076145657452,1.04083467116019,1.15794248945043,0.923726852869953
"201","N","E1","Right","P01","LS",1877,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,-0.158876778489582,-0.299181519929712,-0.0185720370494517,-0.150040596916824,-0.464952547528173,0.164871353694524
"202","N","E1","Right","P02","LS",4870,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.206812640425894,-0.229605953793953,-0.184019327057835,0.0253619776423792,0.199765374755122,-0.149041419470363
"203","N","E1","Right","P03","LS",7987,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.203359839461869,-0.16313360444934,-0.243586074474398,-0.427764416590404,-0.477848617822621,-0.377680215358186
"204","N","E1","Right","P04","S",10387,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.304981919058601,-0.252854999403793,-0.35710883871341,-0.423552363337654,-0.423314799643506,-0.423789927031801
"205","N","E1","Right","P05","S",13420,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.0573406941092127,0.0102074458593861,-0.124888834077812,-0.0550602620889903,-0.0848095786761847,-0.0253109455017959
"206","N","E1","Right","P06","S",16496,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,-0.034963389377658,-0.148739432632749,0.0788126538774335,0.0274651368233998,0.179131050785687,-0.124200777138887
"207","N","E1","Right","P07","LS",19838,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,0.0420223654056893,0.186326507181014,-0.102281776369635,0.216848158220973,0.344059839302308,0.0896364771396369
"208","N","E1","Right","P08","LS",23321,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.383387091729609,-0.306471308410248,-0.460302875048971,-0.447123291775593,-0.311738015030478,-0.582508568520707
"209","N","E1","Right","P09","S",25721,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.402365297525931,-0.385363039441133,-0.419367555610729,-0.264879047394839,-0.220639540998158,-0.309118553791519
"210","N","E1","Right","P10","S",28836,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,-0.0402518476930985,-0.0835395267939973,0.00303583140780033,-0.0919746690431686,-0.10397159590472,-0.0799777421816172
"211","N","E1","Right","P11","S",31870,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.440789119944194,-0.353071158594262,-0.528507081294125,-0.206643001245465,-0.136879533512113,-0.276406468978817
"212","N","E1","Right","P12","LS",35781,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.486734454244445,-0.592641245374964,-0.380827663113926,-0.67171197703755,-0.700323595589484,-0.643100358485616
"213","N","E1","Right","P13","S",38061,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,-0.424321402080358,-0.54456262056847,-0.304080183592245,-0.453640416192766,-0.613581979016434,-0.293698853369099
"214","N","E1","Right","P14","S",41056,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.118111216574455,0.0522382752742962,0.183984157874613,0.107727272920687,0.112510255992125,0.10294428984925
"215","N","E1","Right","P15","S",44170,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.237656239413014,-0.039600029027931,-0.435712449798096,-0.202813129247763,-0.16711942711401,-0.238506831381517
"216","N","E1","Right","P16","S",47205,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.425889566044753,-0.467550928511079,-0.384228203578426,-0.347005423713349,-0.325094359203327,-0.368916488223372
"217","N","E1","Right","P17","S",50401,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.289555497572736,-0.162794750876406,-0.416316244269065,-0.0564149603059791,0.016343622138521,-0.129173542750479
"218","N","E1","Right","P18","LS",54110,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.344682035531549,-0.474307915747679,-0.215056155315419,-0.23455612216842,-0.291389177623403,-0.177723066713436
"219","N","E1","Right","P19","LS",57103,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.0895505957914671,-0.153910227864126,-0.0251909637188079,-0.141961254176721,-0.152394730361263,-0.131527777992179
"220","N","E1","Right","P20","S",59503,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.279732164615752,-0.354374855340031,-0.205089473891473,-0.204731488396637,-0.173856410303015,-0.23560656649026
"221","N","E1","Right","P21","LS",63336,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,0.101382821756231,0.129818378331116,0.0729472651813462,0.0657569898611568,0.0418426556675743,0.0896713240547393
