"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Single_Med","P_Avg_Single_Med","CP_Avg_Hem_r","P_Avg_Hem_r","CP_Avg_Single_r","P_Avg_Single_r","CP_Avg_Single_Med_r","P_Avg_Single_Med_r"
"296","N","E2","Right","P16","S",48056,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.559076871869332,-0.542098306168343,-0.0488449405387907,-0.199892208160353,-0.239754293660196,-0.299609411280537,0.142064412582615,-0.10017500504017
"297","N","E2","Right","P17","S",50320,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.601336672108718,-0.300660875632293,0.12168477503824,0.0512698886811724,0.203130930063738,0.0717099033790252,0.0402386200127409,0.0308298739833194
"298","N","E2","Right","P18","LS",53540,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.441192071484799,-0.370147654277402,0.0641182287492492,-0.144534655857482,0.0764289769577533,-0.201182041264023,0.051807480540745,-0.0878872704509399
"299","N","E2","Right","P19","LS",56898,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.154076684759326,-0.50653122181696,0.0745225022692361,0.306783945788083,0.0898235714090912,0.254240404522639,0.0592214331293808,0.359327487053527
"300","N","E2","Right","P20","S",60033,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.435154321301368,-0.563302878378391,-0.0373189391940827,0.0701738133159593,-0.0180765617016487,0.0790099981552838,-0.0565613166865168,0.0613376284766345
"301","N","E2","Right","P21","LS",63131,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,-0.060180440137937,-0.298854005203308,-0.162878932598729,-0.0937811143958707,-0.295041770191627,-0.213354251009861,-0.0307160950058312,0.0257920222181193
"302","N","E2","Right","P22","LS",66246,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,13,-0.286617058511996,-0.571960029745402,-0.0916063118963274,0.0198806399935157,-0.111634696500941,-0.104151130478812,-0.071577927291714,0.143912410465843
"303","N","E2","Right","P23","LS",68875,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,13,-0.664575274513124,-0.571237097355008,0.0777346307308687,0.129889275117228,0.0683592941270742,0.0879315907068758,0.0871099673346648,0.171846959527582
"304","N","E2","Right","P24","S",72373,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,13,-0.659577986730091,-0.515498298189009,-0.0370844524293197,-0.161478700451115,-0.0274855302050118,-0.122946433925856,-0.0466833746536284,-0.200010966976374
"305","N","E2","Right","P25","LS",75227,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,13,-0.306909479934193,-0.486017741637017,-0.0447479764829615,0.0250806846770026,-0.0773432851285608,0.0221210874343053,-0.0121526678373623,0.0280402819197
"306","N","E2","Right","P26","LS",78466,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,13,-0.494023961876521,-0.482173683117268,0.080029831937952,0.117120844997795,0.133839811089481,0.054537283516263,0.0262198527864234,0.179704406479327
"307","N","E2","Right","P27","LS",81580,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,13,-0.648471221064244,-0.793402965053825,0.481531824465106,0.435834095165895,0.688229781486097,0.425238065456676,0.274833867444115,0.446430124875113
"308","N","E2","Right","P28","LS",84209,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,13,-0.0787264335825749,-0.120314540825618,-0.18909382534499,-0.304723968682822,-0.333146915711727,-0.47875627423803,-0.0450407349782538,-0.130691663127613
"309","N","E2","Right","P29","S",87707,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,13,-0.399318114590522,-0.553139864021344,0.0880681909469853,0.047072580743066,0.118216812096659,-0.0414929494013473,0.0579195697973118,0.135638110887478
"310","N","E2","Right","P30","S",90335,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,13,-0.314853751471002,-0.0379619892934438,-0.110090613089656,-0.111535832930642,-0.121667918567196,-0.00734233488981778,-0.0985133076121152,-0.215729330971466
"311","N","E2","Right","P31","S",94059,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,13,-0.455715379133224,-0.538755172927039,0.136625601833803,0.276649712764151,0.215253001921001,0.462752679991731,0.0579982017466039,0.0905467455365702
"312","N","E2","Right","P32","LS",96913,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,13,0.0455408340378023,-0.0987641229364296,-0.0146539390899044,0.00865163294039408,0.0468105363009538,-0.0107591383565465,-0.0761184144807627,0.0280624042373347
"313","N","E2","Right","P33","LS",99544,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,13,-0.112756179046744,-0.379374809098327,-0.153061332292361,-0.103639226331346,-0.279260645860721,-0.172138371016719,-0.0268620187240009,-0.0351400816459743
"314","N","E2","Right","P34","LS",102902,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,13,-0.475741011890775,-0.346381076337082,0.0560703887932077,0.0102727098007281,0.026606930839123,0.0772463608537821,0.0855338467472919,-0.0567009412523259
"315","N","E2","Right","P35","S",106035,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,13,-0.358261732463303,-0.56323613210365,0.116617460429912,-0.0147355938480129,0.161923465541782,-0.130628840225288,0.0713114553180417,0.101157652529262
"316","N","E2","Right","P36","LS",109254,"R","L",26,"F",0,NA,NA,0,54,44,27,0.586956522,0.47826087,0.293478261,NA,13,-0.153269086474011,-0.419086837745291,-0.0651127569701938,-0.0113217468783746,-0.0184429227617842,0.00890628285250394,-0.111782591178603,-0.031549776609253
"317","N","E2","Right","P37","S",112248,"R","L",25,"M",20,24,"College Club",1,75,46,40,0.815217391,0.5,0.434782609,NA,13,-0.0201422612545218,-0.138171334333441,-0.188576086232796,0.0227205905071048,-0.33720944540972,0.0951434300638483,-0.0399427270558725,-0.0497022490496387
"318","N","E2","Right","P38","S",114877,"R","L",27,"F",22,NA,"Collegiate",4,69,47,34,0.75,0.510869565,0.369565217,NA,13,0.907625968611596,0.575821555052733,0.209349040635105,0.145125347798075,0.137603703936235,0.277034846179099,0.281094377333975,0.0132158494170507
"319","N","E2","Right","P39","S",118481,"R","R",26,"M",22,NA,"Professional Germany",4,65,42,34,0.706521739,0.456521739,0.369565217,NA,13,0.523525027481214,0.524295362922512,0.294954412633808,0.323268744142803,0.328501477843879,0.356430068504562,0.261407347423738,0.290107419781044
"320","N","E2","Right","P40","S",121231,"R","R",27,"M",23,NA,"Club College",1.5,64,49,34,0.695652174,0.532608696,0.369565217,NA,13,1.08908238561128,0.57204021208249,0.171352445403331,0.411197201993638,0.351370762063823,0.469051166882054,-0.00866587125716056,0.353343237105224
"321","O","E1","Left","P01","LS",2655,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,13,0.0166184394555981,-0.183597783965916,-0.0633733741843012,0.11209433020323,-0.0685026578256396,0.18554841026554,-0.0582440905429627,0.0386402501409214
"322","O","E1","Left","P02","LS",5648,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,13,-1.04134750241987,-1.16152863310248,-0.044382743758701,-0.0606731056716268,0.0954302480316174,-0.0379156134171887,-0.18419573554902,-0.0834305979260657
"323","O","E1","Left","P03","LS",9162,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,13,-0.351806884802609,-0.269323300038618,-0.0885152823130274,-0.0204120041321431,-0.211836889030805,-0.105765672156293,0.0348063244047506,0.0649416638920067
"324","O","E1","Left","P04","S",12178,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,13,-0.305386019840776,-0.3175780357546,0.0660443299303262,0.0486593057640755,0.0194903697998336,-0.0392084240975186,0.112598290060819,0.13652703562567
"325","O","E1","Left","P05","S",14929,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,13,-0.115162798586533,-0.0309120823636121,0.104823522170464,0.163156425643317,0.162381649043694,0.184422478283324,0.0472653952972326,0.141890373003309
"326","O","E1","Left","P06","S",18287,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,13,-0.0881739359728599,-0.0707284371212125,-0.183754981594749,-0.140166123948311,-0.236958952511396,-0.240439342938398,-0.130551010678103,-0.0398929049582239
"327","O","E1","Left","P07","LS",20688,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,-0.0687742140327958,0.115782664907222,-0.138304011408371,-0.111050985595571,-0.274590733872124,-0.0949470928353624,-0.00201728894461717,-0.12715487835578
"328","O","E1","Left","P08","LS",23682,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.563906692455245,-0.475980727315804,0.102166469231998,0.0862163418123558,0.075993476220255,0.0144606239582568,0.128339462243742,0.157972059666455
"329","O","E1","Left","P09","S",27513,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.204220585290111,-0.0598162450993997,-0.063250239404704,-0.147362738873711,0.00711295232968961,-0.0719077400215517,-0.133613431139098,-0.22281773772587
"330","O","E1","Left","P10","S",30263,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.162687579380631,-0.152611153876553,-0.0718892589110709,-0.0907449714159296,-0.0501131389816633,-0.180589318124011,-0.0936653788404785,-0.000900624707848741
"331","O","E1","Left","P11","S",33704,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.401058178889935,-0.277497849683659,0.143362169630876,0.0505575300533229,0.28336112837256,-0.0460963975556412,0.00336321088919067,0.147211457662287
"332","O","E1","Left","P12","LS",36388,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.608615079079885,-0.674024667683965,0.0976150498881784,0.194003551299155,0.0889433117806631,0.209649314924366,0.106286787995693,0.178357787673944
"333","O","E1","Left","P13","S",39244,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,0.0725053022974587,-0.0669862234470034,-0.0654434059656818,-0.240946235181766,-0.036687846306602,-0.368605447733453,-0.0941989656247618,-0.113287022630078
"334","O","E1","Left","P14","S",42237,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,0.280821446108828,0.363101242875938,-0.149508331436919,-0.281127721730613,-0.156903070632694,-0.302804700067312,-0.142113592241144,-0.259450743393914
"335","O","E1","Left","P15","S",45230,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-0.300293472972195,-0.830543307176095,0.00848510806007161,0.156360296368241,-0.0332007957132117,0.00135692989388919,0.0501710118333547,0.311363662842592
"336","O","E1","Left","P16","S",49078,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.444920685511429,-0.231140586340029,-0.0664771024019056,-0.144715182587785,-0.0262115802884331,-0.227663172030943,-0.106742624515378,-0.0617671931446277
"337","O","E1","Left","P17","S",51949,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.293916958467779,-0.201046844748932,-0.0747129729052944,-0.0998273463726927,-0.0872698823932387,-0.143719255452814,-0.0621560634173505,-0.0559354372925714
"338","O","E1","Left","P18","LS",55081,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.468987750761019,-1.03576002710337,-0.0533675353349834,-0.109779970321601,-0.0709650867345212,-0.236302930635581,-0.0357699839354457,0.0167429899923768
"339","O","E1","Left","P19","LS",58074,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.0649950733134756,0.0442012362182461,0.142606654147543,0.078383573664781,0.143004195982976,0.109023277798758,0.14220911231211,0.0477438695308043
"340","O","E1","Left","P20","S",60565,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.202992768724496,-0.729043839302605,-0.0974428839989656,0.0953942804528418,0.0110570813773512,0.0437548419207753,-0.205942849375283,0.147033718984908
"341","O","E1","Left","P21","LS",63696,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,0.158258001918299,0.104170121298899,-0.264890411630765,-0.230215474867089,-0.300984697938561,-0.265586466172042,-0.228796125322969,-0.194844483562135
"342","O","E1","Left","P22","LS",67058,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.465681214621252,-0.456173228305748,0.0517079431721362,0.0847991173482671,-0.0257303832552405,-0.0223675930247892,0.129146269599513,0.191965827721324
"343","O","E1","Left","P23","LS",70416,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.581819974135507,-0.485033128138549,0.136842309602853,0.118845832690438,0.115435458784603,0.175194482619911,0.158249160421103,0.0624971827609646
"344","O","E1","Left","P24","S",73637,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.350024988283644,-0.566506504665002,-0.140065967072708,-0.187643456511605,-0.196429616782388,-0.290058683389412,-0.0837023173630273,-0.0852282296337981
"345","O","E1","Left","P25","LS",76768,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.0492021209225055,-0.191407372966809,-0.118886282198621,-0.0265562211565188,-0.0676693709870154,-0.00222989418926478,-0.170103193410226,-0.0508825481237731
"346","O","E1","Left","P26","LS",79032,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.320519204222075,-0.480909774524039,0.0628352991672881,0.0703581489481961,0.147498875507141,0.0503297784771989,-0.0218282771725651,0.0903865194191932
"347","O","E1","Left","P27","LS",82025,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.440556892921909,-0.432494120072566,0.311147079894037,0.348917244422401,0.44416098592156,0.375108407628744,0.178133173866515,0.322726081216057
"348","O","E1","Left","P28","LS",85751,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.204168530543651,-0.00408383384324259,-0.036409828463635,-0.133727133241137,-0.056399235725977,-0.22430193566952,-0.0164204212012928,-0.043152330812755
"349","O","E1","Left","P29","S",88971,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.0576149371920901,-0.314316083157436,-0.124197347260158,0.138435697057409,-0.0864045281130771,0.151755347526391,-0.161990166407238,0.125116046588426
"350","O","E1","Left","P30","S",92088,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.0602077315557392,-0.371790355906941,-0.0890282019517534,-0.151834791101861,-0.151378144797727,-0.149285360486506,-0.0266782591057799,-0.154384221717216
"351","O","E1","Left","P31","S",95162,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.486470703374897,-0.534183826122482,0.116718216793338,0.205063196527557,0.172959084269879,0.356462241695701,0.0604773493167982,0.0536641513594126
"352","O","E1","Left","P32","LS",97725,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,0.0253892752261992,0.188962560768284,0.0657977396937624,0.0127722622709808,0.0899097262404567,-0.0239405307840246,0.041685753147068,0.0494850553259861
"353","O","E1","Left","P33","LS",100475,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,-0.0758562193519977,0.271200356997367,0.0973570546293599,0.13361987939561,0.153386958736045,0.275035803496292,0.0413271505226751,-0.0077960447050725
"354","O","E1","Left","P34","LS",103481,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.428709040212964,-0.174250242956504,0.209196163625882,0.169588544209651,0.240883413505825,0.229857712374746,0.17750891374594,0.109319376044556
"355","O","E1","Left","P35","S",107422,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.215468860245423,-0.295716191996616,0.0350368106951843,0.0438362017983409,0.119089103430995,0.0717633546199342,-0.0490154820406259,0.0159090489767475
"356","O","E1","Left","P36","LS",110430,"R","L",26,"F",0,NA,NA,0,58,45,32,0.644444444,0.5,0.355555556,NA,13,-0.110928503133041,-0.332039745885604,-0.0345254944340886,-0.0945727340693925,-0.0831523688395931,-0.122240777194647,0.0141013799714155,-0.0669046909441384
"357","O","E1","Left","P37","S",113060,"R","L",25,"M",20,24,"College Club",1,56,45,27,0.622222222,0.5,0.3,NA,13,0.0629129095036461,-0.0431896125540598,-0.0553482331551599,-0.0554983265305391,-0.106119029986894,-0.0993438584133274,-0.0045774363234258,-0.0116527946477508
"358","O","E1","Left","P38","S",116418,"R","L",27,"F",22,NA,"Collegiate",4,50,49,28,0.555555556,0.544444444,0.311111111,NA,13,1.16295117979886,0.946356184532553,0.145030508954484,0.293628319972882,0.112623045819523,0.400710919737781,0.177437972089443,0.186545720207983
"359","O","E1","Left","P39","S",119046,"R","R",26,"M",22,NA,"Professional Germany",4,55,50,32,0.611111111,0.555555556,0.355555556,NA,13,0.769623836997412,0.991980190201082,0.32069825413928,0.199039568234935,0.375847714938383,0.164477924719102,0.265548793340177,0.233601211750769
"360","O","E1","Left","P40","S",122040,"R","R",27,"M",23,NA,"Club College",1.5,47,37,17,0.522222222,0.411111111,0.188888889,NA,13,1.08052804116366,0.886772882900021,0.177905001513746,0.214390756483161,0.248195026822143,0.132678379632697,0.107614976205352,0.296103133333626
"361","O","E1","Right","P01","LS",2497,"R","R",34,"M",0,NA,NA,0,47,45,20,0.52,0.5,0.22,NA,13,-0.0192341814416161,0.169763883825811,-0.191504226659966,-0.141955028361463,-0.316250947993965,-0.125299949537798,-0.0667575053259664,-0.158610107185128
"362","O","E1","Right","P02","LS",5490,"R","R",26,"M",3,13,NA,0,48,42,21,0.53,0.47,0.23,NA,13,-1.01639517603889,-1.00180493833037,-0.210142464589276,-0.239263169098931,-0.265274116595889,-0.318942875740897,-0.155010812582666,-0.159583462456967
"363","O","E1","Right","P03","LS",8849,"R","R",24,"M",1,NA,NA,0,57,46,31,0.63,0.51,0.34,NA,13,-0.262573465014863,-0.302646459272342,0.0688249329709287,0.00394757270350227,0.00913599165382775,-0.0655378319797023,0.12851387428803,0.0734329773867066
"364","O","E1","Right","P04","S",12138,"R","R",33,"M",29,NA,"College",3.5,50,37,24,0.56,0.41,0.27,NA,13,-0.325818487228483,-0.382206784805821,0.194920531028743,0.264266684710081,0.27061706860685,0.354345581263499,0.119223993450636,0.174187788156663
"365","O","E1","Right","P05","S",15133,"R","R",52,"M",48,NA,"Semi-Pro",3,49,47,31,0.54,0.52,0.34,NA,13,-0.0871734662872309,-0.0652548286449472,0.220708700431476,0.231553731566969,0.321331055852042,0.147816337763007,0.12008634501091,0.315291125370931
"366","O","E1","Right","P06","S",18126,"R","R",50,"M",42,NA,"Unknown",1,51,43,23,0.57,0.48,0.26,NA,13,0.0957846445293624,-0.185420948663587,-0.208761488882413,-0.0747570764507712,-0.0710567458555776,0.0242027940111096,-0.346466231909248,-0.173716946912652
"367","O","E1","Right","P07","LS",20647,"R","R",27,"M",0,NA,NA,0.04,54,45,28,0.6,0.5,0.31,NA,13,-0.111163492593513,0.0572305579172642,0.0209395324654484,-0.106548664529976,-0.0881637383476875,-0.0825444858664118,0.130042803278584,-0.130552843193539
"368","O","E1","Right","P08","LS",23887,"R","R",26,"F",0,NA,NA,0,43,45,24,0.48,0.5,0.27,NA,13,-0.456583725053642,-0.600048671423466,-0.0811717622354087,-0.0982571215135596,-0.115925014614632,-0.165392643889897,-0.046418509856186,-0.0311215991372218
"369","O","E1","Right","P09","S",27107,"R","R",38,"M",30,NA,"College",2,63,44,31,0.7,0.49,0.34,NA,13,-0.424474836364158,-0.364071627912487,-0.0373169742236945,0.0465658770097656,-0.044173952931488,0.148598959254533,-0.030459995515901,-0.0554672052350012
"370","O","E1","Right","P10","S",30467,"R","R",27,"F",21,22,"College",0,49,36,20,0.54,0.4,0.22,NA,13,-0.103708666132728,-0.190259107384508,0.0425543661902442,0.00675339853180859,0.0980496903076476,-0.0888931743660948,-0.0129409579271594,0.102399971429712
"371","O","E1","Right","P11","S",33095,"R","R",28,"M",23,NA,"Club College",1.5,49,49,30,0.54,0.54,0.33,NA,13,-0.516536930795996,-0.252030956015654,0.0112862297125874,-0.0690706696211757,-0.0426420296502648,-0.0407721096745512,0.065214489075439,-0.0973692295678009
"372","O","E1","Right","P12","LS",36226,"R","R",26,"M",1,6,NA,0,53,41,23,0.59,0.46,0.26,NA,13,-0.399874633060175,-0.745758180902924,0.162257207327212,0.356717511400879,0.281567915522318,0.421091408699219,0.0429464991321056,0.292343614102541
"373","O","E1","Right","P13","S",39447,"R","L",22,"F",16,NA,"College",3,46,43,22,0.51,0.48,0.24,NA,13,-0.321334394677204,-0.309619447400626,0.158210134029553,0.196530991115629,0.267811620498465,0.056036477987326,0.0486086475606415,0.337025504243931
"374","O","E1","Right","P14","S",42807,"R","R",27,"F",10,26,"College",0,54,45,32,0.6,0.5,0.36,NA,13,0.170292062165974,0.091404222327142,-0.166672177236663,-0.200976003028799,-0.168103685554178,-0.296289754883077,-0.165240668919149,-0.105662251174521
"375","O","E1","Right","P15","S",45436,"L","R",27,"F",21,NA,"High School",3,56,37,25,0.62,0.41,0.28,NA,13,-0.328747254889663,-0.285919118870383,-0.134468098134825,-0.0704888216987162,-0.200107592477701,-0.101640533199403,-0.0688286037919479,-0.0393371101980295
"376","O","E1","Right","P16","S",48795,"R","R",18,"F",10,17,"High School",0,50,37,18,0.56,0.41,0.2,NA,13,-0.417753873280358,-0.406011646747254,-0.0287966770346002,-0.259428203158438,-0.170498504377317,-0.411481704158837,0.112905150308117,-0.107374702158039
"377","O","E1","Right","P17","S",51788,"R","R",26,"M",10,NA,"College",1,55,42,22,0.61,0.47,0.24,NA,13,-0.456620618740071,-0.148694314134455,0.0874285123590925,0.0353739558241971,0.179079536613693,0.0389012332577016,-0.00422251189550804,0.0318466783906926
"378","O","E1","Right","P18","LS",54919,"R","R",26,"F",3,11,NA,0,45,43,22,0.5,0.48,0.24,NA,13,-0.254098984289319,-0.228938155744475,0.0897874293917912,-0.115450008958235,0.109225798551095,-0.151519337716816,0.0703490602324874,-0.0793806801996547
"379","O","E1","Right","P19","LS",57912,"R","R",31,"M",2,10,NA,0,50,44,25,0.56,0.49,0.28,NA,13,-0.128232021547473,-0.145249251204221,0.103270509928474,0.132659456908915,0.108729943133018,0.104640836442891,0.097811076723931,0.160678077374939
"380","O","E1","Right","P20","S",61137,"R","R",33,"M",28,NA,"College",1.5,51,41,23,0.57,0.46,0.26,NA,13,-0.259112796191284,-0.277813619998874,-0.0934715311455341,-0.0622278905200216,-0.06453710508386,-0.089592138292865,-0.122405957207208,-0.0348636427471784
"381","O","E1","Right","P21","LS",63902,"R","R",29,"M",1.5,11,NA,0,52,43,30,0.58,0.48,0.33,NA,13,0.0751958919217367,0.13745541510147,-0.198218925232902,-0.273032371533264,-0.315399611520503,-0.347330471584045,-0.081038238945302,-0.198734271482485
"382","O","E1","Right","P22","LS",66651,"R","R",24,"M",0,NA,NA,0,50,42,24,0.56,0.47,0.27,NA,13,-0.155528875842427,-0.524668278263744,-0.0346663049076674,0.0121288572603556,0.0167624912539637,-0.227788932035488,-0.0860951010692987,0.252046646556198
"383","O","E1","Right","P23","LS",70254,"L","R",33,"M",3,9,NA,0,56,37,24,0.622222222,0.411111111,0.266666667,NA,13,-0.619784423408569,-0.466864524328344,0.125978951589989,0.168340337409429,0.149491086773629,0.167114987296579,0.10246681640635,0.169565687522279
"384","O","E1","Right","P24","S",73110,"R","R",35,"M",30,NA,"Semi-Pro",3,28,18,13,0.651162791,0.418604651,0.302325581,NA,13,-0.499379939607061,-0.402810138150119,-0.0557706174084869,-0.194314319069588,-0.0248328820070448,-0.196494411778623,-0.0867083528099289,-0.192134226360554
"385","O","E1","Right","P25","LS",76242,"R","R",23,"F",2,NA,NA,0,45,48,22,0.5,0.533333333,0.244444444,NA,13,-0.0977434030582617,-0.2861508871217,-0.0409467963627909,-0.0225342081062763,-0.0925002726826487,0.0099373183965249,0.010606679957067,-0.0550057346090774
"386","O","E1","Right","P26","LS",78991,"R","R",34,"F",0,NA,NA,0,51,38,18,0.566666667,0.422222222,0.2,NA,13,-0.372090999210297,-0.335430807977759,0.0809698313457033,0.0665998850441309,0.118044846832999,-0.0150299834485083,0.0438948158584072,0.14822975353677
"387","O","E1","Right","P27","LS",82595,"R","R",42,"M",0,NA,NA,0,39,39,22,0.433333333,0.433333333,0.244444444,NA,13,-0.405237149465523,-0.591058735956239,0.310565697338855,0.309142954394194,0.489904011888205,0.244653176744507,0.131227382789504,0.373632732043882
"388","O","E1","Right","P28","LS",85223,"R","R",26,"F",0,NA,NA,0,41,38,21,0.465909091,0.431818182,0.238636364,NA,13,-0.00681958842488214,0.0180931539293189,-0.152941922133963,-0.252457234257361,-0.253408734778892,-0.373821455245333,-0.0524751094890351,-0.131093013269391
"389","O","E1","Right","P29","S",88810,"L","L",25,"F",16,18,"College",0,49,42,23,0.544444444,0.466666667,0.255555556,NA,13,-0.191769006203332,-0.37072491577756,0.0621578545987026,-0.00558742340212182,0.117502551556899,-0.100086521849725,0.00681315764050663,0.0889116750454812
"390","O","E1","Right","P30","S",91439,"R","R",31,"M",27,NA,"Premier League",1,54,42,26,0.6,0.466666667,0.288888889,NA,13,-0.217040035217104,0.0385649639810586,-0.0761932002923011,-0.144079293272402,-0.0722453817570261,-0.0762840889380811,-0.080141018827576,-0.211874497606723
"391","O","E1","Right","P31","S",94798,"R","R",29,"M",25,NA,"Premier League",4,50,52,32,0.555555556,0.577777778,0.355555556,NA,13,-0.335012390824381,-0.421667615762774,0.117735830454853,0.220354671174776,0.183405561350867,0.350136829960394,0.0520660995588391,0.0905725123891585
"392","O","E1","Right","P32","LS",97563,"R","R",25,"M",3,12,NA,0,56,42,26,0.622222222,0.466666667,0.288888889,NA,13,0.0413172452163543,0.0483795699805563,-0.00558991862373788,-0.00768578076566309,0.0377674459268414,-0.0407326012291389,-0.0489472831743173,0.025361039697813
"393","O","E1","Right","P33","LS",100923,"R","R",21,"F",0,NA,NA,0,40,38,21,0.444444444,0.422222222,0.233333333,NA,13,0.0296267983318494,-0.154333858730355,-0.179986776095151,-0.276004128402309,-0.280939661297283,-0.428283094665795,-0.0790338908930197,-0.123725162138822
"394","O","E1","Right","P34","LS",103916,"R","R",32,"M",1,NA,NA,0.09,47,41,21,0.522222222,0.455555556,0.233333333,NA,13,-0.311831633321573,-0.151858515666271,-0.00512058300284246,-0.11387064586223,-0.0461402163326336,-0.0960195396789683,0.0358990503269492,-0.131721752045493
"395","O","E1","Right","P35","S",107139,"R","L",20,"M",16,18,NA,1,47,48,23,0.522222222,0.533333333,0.255555556,NA,13,-0.272112760707991,-0.419346161186254,0.149855542427076,0.000458082809360383,0.202642957661319,-0.0766222459375555,0.0970681271928326,0.0775384115562766
