"","Condition","Epoch","Hemisphere","subID","Skill","X","Handedness","Footedness","Age","Gender","Soccer_Time","Age_Last_Comp","Highest_Level","Currently_Play","Direction","Height","Total","Direction_Perc","Height_Perc","Total_Perc","Misc","Hz","CP_Avg_Single_Med","P_Avg_Single_Med","CP_Avg_Hem_r","P_Avg_Hem_r","CP_Avg_Single_r","P_Avg_Single_r","CP_Avg_Single_Med_r","P_Avg_Single_Med_r"
"96","B","E2","Left","P16","S",46746,"R","R",18,"F",10,17,"High School",0,57,43,30,0.62,0.47,0.33,NA,13,-0.614077966522627,-0.410988395170271,-0.0260379413586372,-0.0627379717994714,0.0127661565759046,-0.101952622991116,-0.0648420392931797,-0.0235233206078271
"97","B","E2","Left","P17","S",50162,"R","R",26,"M",10,NA,"College",1,65,51,40,0.71,0.55,0.43,NA,13,-0.488166173218609,-0.319946574390492,-0.0266602280730305,-0.11109451448343,-0.100559477758829,-0.141223054182901,0.0472390216127688,-0.0809659747839592
"98","B","E2","Left","P18","LS",52368,"R","R",26,"F",3,11,NA,0,58,41,20,0.63,0.45,0.22,NA,13,-0.737766443328243,-1.26932732423311,0.0130377589831144,-0.107322601102612,-0.0334769954973395,-0.288918052728153,0.0595525134635679,0.0742728505229293
"99","B","E2","Left","P19","LS",55482,"R","R",31,"M",2,10,NA,0,68,45,31,0.74,0.49,0.34,NA,13,-0.145397783359831,-0.192055139905353,0.103374358374067,0.193735871751563,0.0912229044492835,0.199672978808259,0.115525812298851,0.187798764694866
"100","B","E2","Left","P20","S",59329,"R","R",33,"M",28,NA,"College",1.5,58,37,28,0.63,0.4,0.3,NA,13,-0.425952402844699,-0.99541293651497,0.00541170161818899,0.245179879531484,0.133047087384078,0.219347544058232,-0.1222236841477,0.271012215004737
"101","B","E2","Left","P21","LS",61591,"R","R",29,"M",1.5,11,NA,0,63,51,34,0.68,0.55,0.37,NA,13,-0.0999846605200781,-0.238865174750022,-0.191216035393408,-0.0888267678298428,-0.265731488081174,-0.136647313779299,-0.116700582705643,-0.0410062218803864
"102","B","E2","Left","P22","LS",64832,"R","R",24,"M",0,NA,NA,0,61,49,31,0.66,0.53,0.34,NA,13,-0.6621346873988,-0.727127377316571,0.0837031166881425,0.207736594118981,-0.00922603052316351,0.0824508318391247,0.176632263899449,0.333022356398837
"103","B","E2","Left","P23","LS",67703,"L","R",33,"M",3,9,NA,0,48,45,27,0.52173913,0.489130435,0.293478261,NA,13,-0.674312655919829,-0.532117589186269,0.0908079314487767,0.12051485864262,0.0225907368977294,0.151347985361796,0.159025125999825,0.0896817319234426
"104","B","E2","Left","P24","S",71184,"R","R",35,"M",30,NA,"Semi-Pro",3,21,21,10,0.512195122,0.512195122,0.243902439,NA,13,-0.524647661093675,-0.752495427691975,-0.099580360397088,-0.113693316467539,-0.177642130539626,-0.197397210333923,-0.0215185902545501,-0.029989422601155
"105","B","E2","Left","P25","LS",74055,"R","R",23,"F",2,NA,NA,0,55,47,31,0.597826087,0.510869565,0.336956522,NA,13,-0.31036133791928,-0.35535882903747,-0.0592372472854207,-0.027441589163138,-0.0343440111084054,-0.0157835310472557,-0.0841304834624361,-0.0390996472790208
"106","B","E2","Left","P26","LS",76927,"R","R",34,"F",0,NA,NA,0,49,49,24,0.532608696,0.532608696,0.260869565,NA,13,-0.468483511432899,-0.572621408485508,0.0452015421163665,0.109300621575342,0.10244268406231,0.14566612960069,-0.0120395998295767,0.0729351135499941
"107","B","E2","Left","P27","LS",80165,"R","R",42,"M",0,NA,NA,0,55,49,28,0.597826087,0.532608696,0.304347826,NA,13,-0.745217076717791,-0.657694203521311,0.451792666375447,0.502310296853369,0.596698077134864,0.600856305169264,0.306887255616032,0.403764288537475
"108","B","E2","Left","P28","LS",83159,"R","R",26,"F",0,NA,NA,0,45,52,25,0.494505495,0.571428571,0.274725275,NA,13,-0.346272481328054,-0.0401996862324427,-0.0619246543190193,-0.223684207273551,-0.113588838152534,-0.303196111517517,-0.0102604704855042,-0.144172303029585
"109","B","E2","Left","P29","S",86518,"L","L",25,"F",16,18,"College",0,65,49,33,0.706521739,0.532608696,0.358695652,NA,13,-0.216359245385249,-0.5884834599101,-0.173716761686435,0.171660715624599,-0.143537432415261,0.174332036371534,-0.203896090957608,0.168989394877664
"110","B","E2","Left","P30","S",89999,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,13,-0.180415867933716,-0.525234813131599,-0.0817513190601459,-0.0996514095892106,-0.147091852444682,-0.0971429030781206,-0.0164107856756094,-0.102159916100301
"111","B","E2","Left","P31","S",92749,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,13,-0.656396157583305,-0.684203125560389,0.151529494304104,0.245706553972437,0.175015691866404,0.399789501943061,0.128043296741804,0.0916236060018119
"112","B","E2","Left","P32","LS",95500,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,13,-0.0668745069368969,0.0584251966786031,0.046627909430846,0.0113883950602975,0.0573417596113755,0.0216078528270405,0.0359140592503163,0.00116893729355433
"113","B","E2","Left","P33","LS",98492,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,13,-0.116715712392054,0.124419192232016,0.058623211439261,0.214516984296102,0.0729822695497758,0.382137955092888,0.0442641533287462,0.0468960134993156
"114","B","E2","Left","P34","LS",101606,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,13,-0.539224582802151,-0.320682817217966,0.225915378574679,0.23487026154626,0.251721925247297,0.315693891048454,0.200108831902061,0.154046632044066
"115","B","E2","Left","P35","S",105333,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,13,-0.392194098399319,-0.503632294524602,0.0712878505493323,0.106180705386326,0.150295623190046,0.173875688694711,-0.00771992209138089,0.0384857220779402
"116","B","E2","Left","P36","LS",107717,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,13,-0.196767542050607,-0.419191394470855,-0.0879348095951772,-0.168960273617854,-0.169843085570445,-0.21138047234748,-0.00602653361990999,-0.126540074888229
"117","B","E2","Left","P37","S",110834,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,13,-0.0678722730412687,-0.238987929188715,-0.0511648866224695,-0.0653225908279086,-0.0999760526759328,-0.129321981798146,-0.00235372056900639,-0.0013231998576714
"118","B","E2","Left","P38","S",113826,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,13,1.03271887462899,0.774764070690283,0.155998335225665,0.361815503170105,0.154440599029824,0.499720465545983,0.157556071421508,0.223910540794226
"119","B","E2","Left","P39","S",116941,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,13,0.60843258166709,0.857273296452052,0.344712291963561,0.240519284139948,0.367834292047719,0.235056864828419,0.321590291879401,0.245981703451476
"120","B","E2","Left","P40","S",120057,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,13,0.902443604841189,0.560055802714165,0.169994410107817,0.424816443537038,0.240223841986662,0.465161166226033,0.0997649782289712,0.384471720848043
"121","B","E2","Right","P01","LS",773,"R","R",34,"M",0,NA,NA,0,47,49,24,0.51,0.53,0.26,NA,13,0.0189900694639319,0.237505741165206,-0.172913770755986,-0.153063481226711,-0.249354241377673,-0.101603760256458,-0.0964733001342992,-0.204523202196963
"122","B","E2","Right","P02","LS",3402,"R","R",26,"M",3,13,NA,0,61,48,35,0.66,0.52,0.38,NA,13,-0.590089653253384,-0.647699658594941,-0.184297532204744,-0.20602708500553,-0.207056061353236,-0.314406024399034,-0.161539003056252,-0.0976481456120266
"123","B","E2","Right","P03","LS",6761,"R","R",24,"M",1,NA,NA,0,64,47,35,0.7,0.51,0.38,NA,13,-0.410487694331555,-0.533558954321026,0.0859316808547881,0.0478126534910365,0.0636581540353671,-0.0285692099096931,0.108205207674209,0.124194516891766
"124","B","E2","Right","P04","S",9929,"R","R",33,"M",29,NA,"College",3.5,54,45,26,0.59,0.49,0.28,NA,13,-0.60762978608212,-0.730321373331116,0.22044391982625,0.409118270181476,0.259591939880908,0.529935073225833,0.181295899771592,0.288301467137118
"125","B","E2","Right","P05","S",13235,"R","R",52,"M",48,NA,"Semi-Pro",3,66,47,37,0.72,0.51,0.4,NA,13,-0.296748406063429,-0.221983973476414,0.239553396290892,0.266135233853883,0.329381378039518,0.211708296739963,0.149725414542266,0.320562170967803
"126","B","E2","Right","P06","S",16281,"R","R",50,"M",42,NA,"Unknown",1,60,42,28,0.65,0.46,0.3,NA,13,-0.0339219798774838,-0.301483744428808,-0.23904792580489,-0.0829172599677432,-0.117655978461971,0.0287675029181769,-0.36043987314781,-0.194602022853664
"127","B","E2","Right","P07","LS",19277,"R","R",27,"M",0,NA,NA,0.04,62,54,38,0.67,0.59,0.41,NA,13,-0.185567943704662,-0.228541982242312,-0.00830466838691625,-0.0449106989209721,-0.1136959857786,-0.0435316224566292,0.0970866490047674,-0.0462897753853153
"128","B","E2","Right","P08","LS",22391,"R","R",26,"F",0,NA,NA,0,46,48,22,0.5,0.52,0.24,NA,13,-0.608953974528974,-0.810501375758485,-0.0913438400162259,-0.0942625952184056,-0.140665019610569,-0.179987477647704,-0.0420226604218825,-0.0085377127891082
"129","B","E2","Right","P09","S",24681,"R","R",38,"M",30,NA,"College",2,70,39,31,0.76,0.42,0.34,NA,13,-0.541541676681906,-0.552652286123626,-0.0383745923459853,0.0998331701526942,-0.0537058525249077,0.220966236523053,-0.0230433321670631,-0.0212998962176653
"130","B","E2","Right","P10","S",28582,"R","R",27,"F",21,22,"College",0,53,45,30,0.58,0.49,0.33,NA,13,-0.420878747256463,-0.578913100467243,0.149339180924379,0.260283216793249,0.189286154172701,0.18405218847187,0.109392207676058,0.336514245114627
"131","B","E2","Right","P11","S",31007,"R","R",28,"M",23,NA,"Club College",1.5,62,48,33,0.67,0.52,0.36,NA,13,-0.674884202876351,-0.68455743749459,0.0282113062724099,0.0135380461034603,0.028218421307014,0.0755427602425395,0.0282041912378062,-0.0484666680356185
"132","B","E2","Right","P12","LS",34610,"R","R",26,"M",1,6,NA,0,58,43,31,0.63,0.47,0.34,NA,13,-0.614415016718019,-0.983261263542203,0.189717978133324,0.423583882125961,0.298347274387307,0.521015534034012,0.0810886818793408,0.32615223021791
"133","B","E2","Right","P13","S",37359,"R","L",22,"F",16,NA,"College",3,69,53,36,0.75,0.58,0.39,NA,13,-0.461633044255628,-0.459468640183437,0.148511004618445,0.231075630475504,0.26968207747735,0.136973129679151,0.0273399317595403,0.325178131271856
"134","B","E2","Right","P14","S",40719,"R","R",27,"F",10,26,"College",0,54,49,29,0.59,0.53,0.32,"Pandemic",13,-0.0189492031431484,-0.167116111377334,-0.171732876591035,-0.110051441238438,-0.16587379152202,-0.210292855618725,-0.177591961660051,-0.00981002685815058
"135","B","E2","Right","P15","S",43712,"L","R",27,"F",21,NA,"High School",3,53,45,24,0.58,0.49,0.26,NA,13,-0.517227728886216,-0.407255253362796,-0.0426287592699252,0.0277935245810624,-0.0567906621860275,0.0603701922631605,-0.0284668563538228,-0.00478314310103528
"136","B","E2","Right","P16","S",46950,"R","R",18,"F",10,17,"High School",0,57,43,30,0.62,0.47,0.33,NA,13,-0.591276612026722,-0.588667483881503,-0.0143251913349854,-0.194422971711297,-0.182365747891669,-0.327534522450279,0.153715365221698,-0.0613114209723158
"137","B","E2","Right","P17","S",49700,"R","R",26,"M",10,NA,"College",1,65,51,40,0.71,0.55,0.43,NA,13,-0.634460967643319,-0.30926075995948,0.139018004447228,0.0664980609436548,0.217925061359417,0.0987741231179379,0.0601109475350381,0.0342219987693718
"138","B","E2","Right","P18","LS",53059,"R","R",26,"F",3,11,NA,0,58,41,20,0.63,0.45,0.22,NA,13,-0.496333278979396,-0.420620284903034,0.112803190722493,-0.0953471217499141,0.116278992830139,-0.145169906141406,0.109327388614847,-0.0455243373584218
"139","B","E2","Right","P19","LS",55688,"R","R",31,"M",2,10,NA,0,68,45,31,0.74,0.49,0.34,NA,13,-0.228043806210102,-0.519777481099071,0.112503734771884,0.290864462559804,0.117113260752845,0.224387534400063,0.107894208790924,0.357341390719544
"140","B","E2","Right","P20","S",59279,"R","R",33,"M",28,NA,"College",1.5,58,37,28,0.63,0.4,0.3,NA,13,-0.482051843640585,-0.578911762539559,-0.00349996881431525,0.0908414974507428,0.00556370449032373,0.0910437807594843,-0.0125636421189539,0.0906392141420015
"141","B","E2","Right","P21","LS",62042,"R","R",29,"M",1.5,11,NA,0,63,51,34,0.68,0.55,0.37,NA,13,-0.0856466492562254,-0.440274736631072,-0.147507606427571,-0.0181805097797109,-0.256389888165547,-0.157353404792734,-0.0386253246895942,0.120992385233312
"142","B","E2","Right","P22","LS",65401,"R","R",24,"M",0,NA,NA,0,61,49,31,0.66,0.53,0.34,NA,13,-0.353785790182882,-0.569704515661542,-0.0109728112311649,0.0234332039301214,-0.0357365139282283,-0.114153728278342,0.0137908914658983,0.161020136138585
"143","B","E2","Right","P23","LS",68394,"L","R",33,"M",3,9,NA,0,48,45,27,0.52173913,0.489130435,0.293478261,NA,13,-0.683893500314961,-0.55095554342054,0.0942357724146125,0.141528044824473,0.117012080433527,0.143960480775423,0.0714594643956985,0.139095608873524
"144","B","E2","Right","P24","S",71606,"R","R",35,"M",30,NA,"Semi-Pro",3,21,21,10,0.512195122,0.512195122,0.243902439,NA,13,-0.620601647993795,-0.545799361758999,-0.0607133782985868,-0.162545982261258,-0.0357431466267804,-0.111136999922364,-0.0856836099703943,-0.213954964600152
"145","B","E2","Right","P25","LS",74504,"R","R",23,"F",2,NA,NA,0,55,47,31,0.597826087,0.510869565,0.336956522,NA,13,-0.366742902479305,-0.422760524911397,-0.0418152252458643,-0.010311313646543,-0.108393061032994,0.0138305627719495,0.0247626105412656,-0.0344531900650353
"146","B","E2","Right","P26","LS",77131,"R","R",34,"F",0,NA,NA,0,49,49,24,0.532608696,0.532608696,0.260869565,NA,13,-0.477711367671345,-0.472877452841761,0.0774105997125873,0.136188405481299,0.131044961441095,0.0949454949548101,0.0237762379840789,0.177431316007789
"147","B","E2","Right","P27","LS",80735,"R","R",42,"M",0,NA,NA,0,55,49,28,0.597826087,0.532608696,0.304347826,NA,13,-0.640567368452071,-0.783970432605704,0.474462092270929,0.455598280046863,0.706574349410995,0.486599657021229,0.242349835130862,0.424596903072496
"148","B","E2","Right","P28","LS",83120,"R","R",26,"F",0,NA,NA,0,45,52,25,0.494505495,0.571428571,0.274725275,NA,13,-0.109965113342179,-0.149296639953454,-0.210070974969303,-0.337510860952175,-0.331270457832081,-0.52445746350171,-0.0888714921065246,-0.150564258402639
"149","B","E2","Right","P29","S",86966,"L","L",25,"F",16,18,"College",0,65,49,33,0.706521739,0.532608696,0.358695652,NA,13,-0.455149091067246,-0.60565452285653,0.0813630021056352,0.0599328341530442,0.0856145720580125,-0.0429850869692547,0.0771114321532579,0.162850755275343
"150","B","E2","Right","P30","S",89715,"R","R",31,"M",27,NA,"Premier League",1,65,57,40,0.706521739,0.619565217,0.434782609,NA,13,-0.331572477420312,-0.0807232218531543,-0.085501363104105,-0.0749050426725511,-0.0902925833625416,0.0334855547094733,-0.0807101428456684,-0.183295640054575
"151","B","E2","Right","P31","S",92953,"R","R",29,"M",25,NA,"Premier League",4,58,42,27,0.630434783,0.456521739,0.293478261,NA,13,-0.462354099990224,-0.563925558772317,0.151208241147858,0.299135094079158,0.225728598314297,0.47451504386434,0.0766878839814186,0.123755144293977
"152","B","E2","Right","P32","LS",95460,"R","R",25,"M",3,12,NA,0,55,49,27,0.597826087,0.532608696,0.293478261,NA,13,-0.139379167757326,-0.1526821388989,0.0160909529235069,0.0280529885790738,0.0168572859681873,0.0159450272110145,0.0153246198788261,0.040160949947133
"153","B","E2","Right","P33","LS",99063,"R","R",21,"F",0,NA,NA,0,48,51,26,0.52173913,0.554347826,0.282608696,NA,13,-0.109223395153281,-0.426439616430156,-0.196569421493461,-0.082285183619467,-0.333209652580319,-0.162400917033755,-0.0599291904066031,-0.00216945020517928
"154","B","E2","Right","P34","LS",101692,"R","R",32,"M",1,NA,NA,0.09,60,41,30,0.652173913,0.445652174,0.326086957,NA,13,-0.472695419082059,-0.40842306903132,0.0665521388093721,0.0223408126161485,0.0492147580880352,0.0272261717775834,0.0838895195307088,0.0174554534547142
"155","B","E2","Right","P35","S",105294,"R","L",20,"M",16,18,NA,1,59,48,29,0.641304348,0.52173913,0.315217391,NA,13,-0.403667355716419,-0.584990012425478,0.141275792734434,0.0420822051129972,0.171058624317216,-0.0296981829730909,0.111492961151653,0.113862593199085
"156","B","E2","Right","P36","LS",108044,"R","L",26,"F",0,NA,NA,0,50,52,25,0.543478261,0.565217391,0.27173913,NA,13,-0.155861103358157,-0.444956251628816,-0.0849571016649758,-0.0436827109159237,-0.0483783458791064,-0.0580635812303605,-0.121535857450845,-0.0293018406014872
"157","B","E2","Right","P37","S",111403,"R","L",25,"M",20,24,"College Club",1,75,50,42,0.815217391,0.543478261,0.456521739,NA,13,0.0290084616521639,-0.116308932996169,-0.211547909878833,-0.0536163372785514,-0.324757809136123,-0.0411056683034866,-0.098338010621544,-0.0661270062536159
"158","B","E2","Right","P38","S",114396,"R","L",27,"F",22,NA,"Collegiate",4,67,41,31,0.72826087,0.445652174,0.336956522,NA,13,0.884195352001527,0.49957462065759,0.236558864134108,0.193971463093139,0.180053255261969,0.301211545529687,0.293064473006247,0.0867313806565912
"159","B","E2","Right","P39","S",117515,"R","R",26,"M",22,NA,"Professional Germany",4,70,41,33,0.760869565,0.445652174,0.358695652,NA,13,0.459510372058015,0.516608033663274,0.343748989393377,0.335062115340317,0.357925674922406,0.34722495679125,0.329572303864348,0.322899273889385
"160","B","E2","Right","P40","S",120629,"R","R",27,"M",23,NA,"Club College",1.5,65,41,25,0.706521739,0.445652174,0.27173913,NA,13,1.06950154206018,0.552718698188149,0.199419103902897,0.433361810727448,0.391133695954747,0.494908785965428,0.00770451185104815,0.371814835489468
"161","N","E1","Left","P01","LS",1306,"R","R",34,"M",0,NA,NA,0,43,46,25,0.47,0.5,0.27,NA,13,0.00356311662835309,-0.157140664173486,-0.0595892194572236,0.108128207781339,-0.0309777583220669,0.190521889541871,-0.0882006805923805,0.0257345260208066
"162","N","E1","Left","P02","LS",4299,"R","R",26,"M",3,13,NA,0,66,49,37,0.72,0.53,0.4,NA,13,-0.177942035421878,-0.332104680764558,-0.032340144275702,0.0201373489857828,0.121130071227643,0.0719387580828676,-0.185810359779047,-0.0316640601113021
"163","N","E1","Left","P03","LS",7661,"R","R",24,"M",1,NA,NA,0,48,45,26,0.52,0.49,0.28,NA,13,-0.415806560771922,-0.333767527380862,0.0237525332599466,0.0336399484451118,-0.103194470277568,-0.0402094082513529,0.150699536797461,0.107489305141577
"164","N","E1","Left","P04","S",10793,"R","R",33,"M",29,NA,"College",3.5,70,46,36,0.76,0.5,0.39,NA,13,-0.315096998206835,-0.445252816117347,0.115018832197458,0.13632818067818,0.0927498817331,0.00959862541373457,0.137287782661816,0.263057735942625
"165","N","E1","Left","P05","S",14151,"R","R",52,"M",48,NA,"Semi-Pro",3,69,45,37,0.75,0.49,0.4,NA,13,-0.114597994819458,-0.0114483865403732,0.116833836609685,0.179505981667853,0.17420088770771,0.234293867637838,0.0594667855116591,0.124718095697868
"166","N","E1","Left","P06","S",17145,"R","R",50,"M",42,NA,"Unknown",1,64,44,32,0.7,0.48,0.35,NA,13,-0.0540436719487388,-0.0372062532114367,-0.18966001577341,-0.126834061268659,-0.20188178846716,-0.244913138999587,-0.177438243079659,-0.00875498353773136
"167","N","E1","Left","P07","LS",19635,"R","R",27,"M",0,NA,NA,0.04,58,49,37,0.63,0.53,0.4,NA,13,-0.0640921614977172,-0.00564926399691677,0.0982890784915709,0.173312065896973,0.0120381521644288,0.265756887815355,0.184540004818713,0.0808672439785907
"168","N","E1","Left","P08","LS",22628,"R","R",26,"F",0,NA,NA,0,47,51,26,0.51,0.55,0.28,NA,13,-0.579077740110875,-0.415144094588766,0.126296524031127,0.0334392150266509,0.0962262907483877,-0.069987041022443,0.156366757313868,0.136865471075745
"169","N","E1","Left","P09","S",26128,"R","R",38,"M",30,NA,"College",2,77,43,36,0.84,0.47,0.39,NA,13,-0.175935755690356,0.0316680065407632,-0.0921244879730691,-0.205363426735686,-0.0453201483798832,-0.131068177449474,-0.138928827566255,-0.279658676021898
"170","N","E1","Left","P10","S",29485,"R","R",27,"F",21,22,"College",0,52,48,27,0.57,0.52,0.29,NA,13,-0.116632805344696,-0.0472359065905313,-0.0721710880910601,-0.172800607520853,0.0020082889693227,-0.236403513210808,-0.146350465151443,-0.109197701830897
"171","N","E1","Left","P11","S",32480,"R","R",28,"M",23,NA,"Club College",1.5,60,50,34,0.65,0.54,0.37,NA,13,-0.385794122092861,-0.249587154640986,0.138820422073061,0.0306334720217949,0.290713337649954,-0.0672985056648129,-0.0130724935038321,0.128565449708402
"172","N","E1","Left","P12","LS",35578,"R","R",26,"M",1,6,NA,0,63,46,33,0.68,0.5,0.36,NA,13,-0.557543960579251,-0.51764887372805,0.0414003154725625,0.108287806634997,0.0212087489463039,0.148215457252105,0.0615918819988214,0.0683601560178888
"173","N","E1","Left","P13","S",38466,"R","L",22,"F",16,NA,"College",3,72,59,48,0.78,0.64,0.52,NA,13,0.128900009559054,-0.0857027837326234,-0.0650418101849111,-0.169560181100645,0.028871366333349,-0.242402141217097,-0.158954986703171,-0.0967182209841927
"174","N","E1","Left","P14","S",41216,"R","R",27,"F",10,26,"College",0,49,45,24,0.53,0.49,0.26,NA,13,0.274200648511458,0.396902274870144,-0.140953887892819,-0.289199686937293,-0.171183898282214,-0.267709539122694,-0.110723877503425,-0.310689834751893
"175","N","E1","Left","P15","S",44452,"L","R",27,"F",21,NA,"High School",3,58,47,33,0.63,0.51,0.36,NA,13,-0.265649375042865,-0.796726595483996,-0.0246485430817971,0.124466220162276,-0.0658716520396014,-0.0359517855915226,0.0165745658760071,0.284884225916073
"176","N","E1","Left","P16","S",47814,"R","R",18,"F",10,17,"High School",0,61,47,32,0.66,0.51,0.35,NA,13,-0.390011419768677,-0.164985115991083,-0.13072263787676,-0.183813334955955,-0.108156297629496,-0.265255553750217,-0.153288978124024,-0.102371116161694
"177","N","E1","Left","P17","S",50807,"R","R",26,"M",10,NA,"College",1,65,50,35,0.71,0.54,0.38,NA,13,-0.311562821908057,-0.175552348437184,-0.0939306650189063,-0.15298543171053,-0.151450639665177,-0.251847931947055,-0.0364106903726354,-0.0541229314740059
"178","N","E1","Left","P18","LS",53663,"R","R",26,"F",3,11,NA,0,56,42,27,0.61,0.46,0.29,NA,13,-0.451009706567168,-1.04886513759079,-0.052209556934531,-0.134717688501551,-0.056090899518209,-0.275369457255282,-0.048328214350853,0.00593408025218078
"179","N","E1","Left","P19","LS",57264,"R","R",31,"M",2,10,NA,0,67,47,34,0.73,0.51,0.37,NA,13,-0.0431330059931325,0.0445720554551955,0.114554630159881,0.0775783970974393,0.0971568251913235,0.0824245565065866,0.131952435128439,0.0727322376882921
"180","N","E1","Left","P20","S",59787,"R","R",33,"M",28,NA,"College",1.5,68,48,37,0.74,0.52,0.4,NA,13,-0.220021361566548,-0.773537720426577,-0.0481616781372592,0.0876369257772637,0.0484020579762705,-0.0463569875932589,-0.144725414250789,0.221630839147786
"181","N","E1","Left","P21","LS",62643,"R","R",29,"M",1.5,11,NA,0,60,50,32,0.65,0.54,0.35,NA,13,0.152572901372257,0.0926272605106614,-0.275963285053509,-0.198489979756525,-0.33454479356716,-0.206167266868235,-0.217381776539857,-0.190812692644816
"182","N","E1","Left","P22","LS",66369,"R","R",24,"M",0,NA,NA,0,60,55,34,0.65,0.6,0.37,NA,13,-0.483161385316494,-0.489572419092271,0.0399291013889468,0.133943602802735,-0.0653018406195207,0.0226345799354777,0.145160043397414,0.245252625669992
"183","N","E1","Left","P23","LS",68998,"L","R",33,"M",3,9,NA,0,57,41,30,0.619565217,0.445652174,0.326086957,NA,13,-0.590198034493856,-0.439686538847209,0.125205001696826,0.109277049088958,0.0410301900062892,0.168942771878919,0.209379813387362,0.0496113262989979
"184","N","E1","Left","P24","S",72495,"R","R",35,"M",30,NA,"Semi-Pro",3,31,27,14,0.563636364,0.490909091,0.254545455,NA,13,-0.356908467358144,-0.543152680145496,-0.171903532408169,-0.214694267358488,-0.2675390926108,-0.330270466297875,-0.0762679722055378,-0.0991180684191001
"185","N","E1","Left","P25","LS",75350,"R","R",23,"F",2,NA,NA,0,49,51,32,0.532608696,0.554347826,0.347826087,NA,13,-1.19698989846223,-1.34028709510467,-0.085011766090402,-0.0191205018630389,-0.0163059008330246,-0.00890447194893618,-0.153717631347784,-0.0293365317771457
"186","N","E1","Left","P26","LS",77979,"R","R",34,"F",0,NA,NA,0,52,47,26,0.565217391,0.510869565,0.282608696,NA,13,-0.211801646661528,-0.423417654005168,0.0118293334327076,0.0455154660773197,0.0804077456132152,0.0460880227124087,-0.0567490787478003,0.0449429094422307
"187","N","E1","Left","P27","LS",80972,"R","R",42,"M",0,NA,NA,0,47,42,25,0.510869565,0.456521739,0.27173913,NA,13,-0.441007548394015,-0.471327238267943,0.351725658021442,0.436158171716361,0.525508148593915,0.470881571605578,0.177943167448969,0.401434771827144
"188","N","E1","Left","P28","LS",84005,"R","R",26,"F",0,NA,NA,0,45,45,24,0.5,0.5,0.266666667,NA,13,-0.186517310220625,0.0651597921317516,0.0591573740767197,-0.176068538936096,0.0791698484988883,-0.252688841564353,0.0391448996545509,-0.0994482363078391
"189","N","E1","Left","P29","S",87829,"L","L",25,"F",16,18,"College",0,63,47,34,0.684782609,0.510869565,0.369565217,NA,13,-0.0661656427633136,-0.317053848162059,-0.126305799734532,0.12563801068369,-0.0917798456572202,0.136786385633784,-0.160831753811844,0.114489635733596
"190","N","E1","Left","P30","S",90822,"R","R",31,"M",27,NA,"Premier League",1,71,50,38,0.77173913,0.543478261,0.413043478,NA,13,-0.0707684454705001,-0.360414190431656,-0.0802728566122945,-0.156132303412018,-0.175996331712624,-0.17632625210271,0.0154506184880344,-0.135938354721326
"191","N","E1","Left","P31","S",93817,"R","R",29,"M",25,NA,"Premier League",4,60,55,37,0.652173913,0.597826087,0.402173913,NA,13,-0.482914973405481,-0.506053195744194,0.0957999230615668,0.151396452039651,0.115000060821619,0.279823542604007,0.0765997853015143,0.0229693614752945
"192","N","E1","Left","P32","LS",97036,"R","R",25,"M",3,12,NA,0,64,50,34,0.695652174,0.543478261,0.369565217,NA,13,0.077150182196305,0.305999237806513,0.0523395003709968,-0.0154265349403835,0.0867717678403085,-0.0125200025535175,0.0179072329016847,-0.0183330673272495
"193","N","E1","Left","P33","LS",99665,"R","R",21,"F",0,NA,NA,0,55,43,28,0.597826087,0.467391304,0.304347826,NA,13,-0.0942066492164312,0.303678713764899,0.134471951518664,0.11161051507036,0.161027871318024,0.261752411746761,0.107916031719304,-0.0385313816060426
"194","N","E1","Left","P34","LS",102658,"R","R",32,"M",1,NA,NA,0.09,58,51,34,0.630434783,0.554347826,0.369565217,NA,13,-0.413376442240124,-0.163650628741835,0.133388859491829,0.141059932367629,0.119294430709851,0.161103327801056,0.147483288273808,0.121016536934202
"195","N","E1","Left","P35","S",106157,"R","L",20,"M",16,18,NA,1,73,47,38,0.793478261,0.510869565,0.413043478,NA,13,-0.171818481055235,-0.286117499216656,0.00637634263032821,0.0148439554820136,0.0697668020584951,0.0281432649028991,-0.0570141167978386,0.00154464606112803
